Abuse001_x264: [('Fighting', 0.30537155), ('Shooting', 0.18349612), ('Vandalism', 0.17987147), ('Normal Videos', 0.1674006), ('Arson', 0.16227728), ('Arrest', 0.12186389), ('Explosion', 0.11755353), ('Accident', 0.09152554), ('Abuse', 0.08819868), ('Stealing', 0.08510065), ('Burglary', 0.08301012), ('Robbery', 0.07686375), ('Assault', 0.072600104), ('Shoplifting', 0.047343165)]
RoadAccidents118_x264: [('Accident', 0.48397005), ('Vandalism', 0.34760338), ('Burglary', 0.27179074), ('Robbery', 0.24851725), ('Assault', 0.24249816), ('Shoplifting', 0.24118248), ('Explosion', 0.23588747), ('Abuse', 0.23352548), ('Fighting', 0.23144636), ('Stealing', 0.2202881), ('Shooting', 0.21882518), ('Normal Videos', 0.20952469), ('Arson', 0.20580807), ('Arrest', 0.18781316)]
RoadAccidents119_x264: [('Burglary', 0.33278614), ('Vandalism', 0.31836903), ('Normal Videos', 0.30767417), ('Robbery', 0.29706177), ('Shoplifting', 0.28701007), ('Stealing', 0.2685243), ('Arrest', 0.24411835), ('Shooting', 0.22753206), ('Arson', 0.21690688), ('Accident', 0.1976672), ('Fighting', 0.19034263), ('Explosion', 0.17482224), ('Assault', 0.16101453), ('Abuse', 0.13738456)]
RoadAccidents120_x264: [('Burglary', 0.3816188), ('Robbery', 0.30985698), ('Vandalism', 0.30700645), ('Stealing', 0.30061156), ('Shoplifting', 0.2973972), ('Shooting', 0.26171783), ('Normal Videos', 0.25708103), ('Fighting', 0.22110137), ('Arrest', 0.21902409), ('Arson', 0.19358662), ('Assault', 0.19125974), ('Accident', 0.16271496), ('Explosion', 0.13662729), ('Abuse', 0.109677345)]
RoadAccidents121_x264: [('Vandalism', 0.42932183), ('Fighting', 0.29763874), ('Accident', 0.27271402), ('Burglary', 0.27002394), ('Robbery', 0.26039505), ('Abuse', 0.2504621), ('Arson', 0.24531263), ('Stealing', 0.24317998), ('Explosion', 0.24307549), ('Shoplifting', 0.23772158), ('Shooting', 0.22704789), ('Assault', 0.22097427), ('Arrest', 0.18378702), ('Normal Videos', 0.18227011)]
RoadAccidents122_x264: [('Vandalism', 0.42301282), ('Burglary', 0.38247648), ('Robbery', 0.35214156), ('Arson', 0.3371634), ('Shoplifting', 0.33495238), ('Shooting', 0.3312891), ('Explosion', 0.31682852), ('Stealing', 0.31635153), ('Arrest', 0.29474577), ('Normal Videos', 0.2947443), ('Fighting', 0.27447107), ('Assault', 0.21105596), ('Accident', 0.20353967), ('Abuse', 0.15243202)]
RoadAccidents123_x264: [('Burglary', 0.29916507), ('Robbery', 0.29599977), ('Arrest', 0.27308318), ('Vandalism', 0.258932), ('Shoplifting', 0.2484099), ('Shooting', 0.24745743), ('Stealing', 0.22971728), ('Fighting', 0.2123651), ('Explosion', 0.19947234), ('Accident', 0.18712088), ('Arson', 0.17805529), ('Normal Videos', 0.15876248), ('Assault', 0.14224283), ('Abuse', 0.060534008)]
RoadAccidents124_x264: [('Vandalism', 0.37699273), ('Shooting', 0.3213798), ('Fighting', 0.30812103), ('Accident', 0.289398), ('Assault', 0.25554666), ('Explosion', 0.24933918), ('Burglary', 0.24889392), ('Robbery', 0.24536651), ('Normal Videos', 0.2363302), ('Arson', 0.2340005), ('Stealing', 0.21711862), ('Abuse', 0.20850924), ('Shoplifting', 0.19144955), ('Arrest', 0.15387988)]
RoadAccidents125_x264: [('Vandalism', 0.40494263), ('Robbery', 0.30980015), ('Burglary', 0.29666203), ('Shooting', 0.29378217), ('Arson', 0.28849006), ('Arrest', 0.28274813), ('Accident', 0.27330837), ('Fighting', 0.26901725), ('Explosion', 0.25499028), ('Stealing', 0.25440106), ('Normal Videos', 0.2500255), ('Assault', 0.24793892), ('Abuse', 0.24314356), ('Shoplifting', 0.24003038)]
RoadAccidents126_x264: [('Vandalism', 0.20959839), ('Normal Videos', 0.2054325), ('Accident', 0.17520456), ('Fighting', 0.16039068), ('Arrest', 0.15167981), ('Arson', 0.14849721), ('Explosion', 0.12615846), ('Robbery', 0.11667848), ('Abuse', 0.1113439), ('Shooting', 0.111254275), ('Shoplifting', 0.10814051), ('Burglary', 0.09709324), ('Assault', 0.0850239), ('Stealing', 0.07924224)]
RoadAccidents127_x264: [('Fighting', 0.3053347), ('Accident', 0.29692882), ('Robbery', 0.28026956), ('Normal Videos', 0.27936423), ('Vandalism', 0.27901733), ('Arrest', 0.2754851), ('Burglary', 0.27020508), ('Explosion', 0.24238153), ('Assault', 0.23349993), ('Shoplifting', 0.23308238), ('Arson', 0.22795185), ('Stealing', 0.22067714), ('Abuse', 0.19394241), ('Shooting', 0.18620078)]
RoadAccidents128_x264: [('Vandalism', 0.28351665), ('Explosion', 0.27192834), ('Arson', 0.23885515), ('Shooting', 0.21674877), ('Normal Videos', 0.21638468), ('Fighting', 0.19361049), ('Burglary', 0.18818313), ('Robbery', 0.1793346), ('Accident', 0.16139871), ('Arrest', 0.15583904), ('Assault', 0.15079352), ('Shoplifting', 0.13883276), ('Stealing', 0.13823076), ('Abuse', 0.09402733)]
RoadAccidents129_x264: [('Burglary', 0.3906354), ('Robbery', 0.37708503), ('Shoplifting', 0.36403635), ('Vandalism', 0.36311895), ('Stealing', 0.33404177), ('Shooting', 0.3156187), ('Arrest', 0.31511378), ('Accident', 0.3095419), ('Normal Videos', 0.26344642), ('Arson', 0.25956568), ('Fighting', 0.25608012), ('Explosion', 0.24830762), ('Assault', 0.24745652), ('Abuse', 0.16288558)]
RoadAccidents130_x264: [('Accident', 0.3814251), ('Shooting', 0.3747319), ('Vandalism', 0.35761055), ('Fighting', 0.3395744), ('Arson', 0.32495847), ('Explosion', 0.30215156), ('Assault', 0.2700926), ('Burglary', 0.26251876), ('Robbery', 0.26097202), ('Normal Videos', 0.24098676), ('Stealing', 0.20706767), ('Abuse', 0.20470726), ('Arrest', 0.19373663), ('Shoplifting', 0.18195386)]
RoadAccidents131_x264: [('Accident', 0.3512625), ('Burglary', 0.3264917), ('Robbery', 0.30025995), ('Shooting', 0.28483278), ('Vandalism', 0.27336892), ('Normal Videos', 0.26648158), ('Fighting', 0.26213086), ('Arrest', 0.25290138), ('Stealing', 0.2522785), ('Shoplifting', 0.24890803), ('Explosion', 0.23335232), ('Arson', 0.2126523), ('Assault', 0.17591754), ('Abuse', 0.08477619)]
RoadAccidents132_x264: [('Vandalism', 0.35160315), ('Burglary', 0.32779473), ('Robbery', 0.32342458), ('Fighting', 0.29780155), ('Shoplifting', 0.29163116), ('Stealing', 0.27057615), ('Explosion', 0.25839382), ('Arson', 0.25278437), ('Shooting', 0.24995178), ('Assault', 0.23939174), ('Arrest', 0.21102634), ('Accident', 0.20557284), ('Normal Videos', 0.16540146), ('Abuse', 0.12858263)]
RoadAccidents133_x264: [('Vandalism', 0.41200355), ('Fighting', 0.3931107), ('Arson', 0.36813182), ('Explosion', 0.34467012), ('Shooting', 0.3368458), ('Accident', 0.32268327), ('Assault', 0.3110727), ('Robbery', 0.3010901), ('Normal Videos', 0.29119796), ('Burglary', 0.28667873), ('Stealing', 0.27947462), ('Abuse', 0.2691968), ('Shoplifting', 0.23915648), ('Arrest', 0.22837807)]
RoadAccidents134_x264: [('Vandalism', 0.3062574), ('Robbery', 0.2599914), ('Accident', 0.2587007), ('Shoplifting', 0.24693827), ('Burglary', 0.24608779), ('Fighting', 0.24414736), ('Stealing', 0.22975577), ('Shooting', 0.20140645), ('Normal Videos', 0.19781956), ('Arson', 0.187338), ('Assault', 0.17721751), ('Explosion', 0.17493439), ('Arrest', 0.15635188), ('Abuse', 0.14007962)]
RoadAccidents135_x264: [('Normal Videos', 0.2232485), ('Vandalism', 0.21990079), ('Explosion', 0.20305839), ('Accident', 0.19269669), ('Shooting', 0.181654), ('Arson', 0.18035498), ('Fighting', 0.17510143), ('Arrest', 0.14015922), ('Burglary', 0.12974027), ('Robbery', 0.1288123), ('Stealing', 0.09587552), ('Assault', 0.08702492), ('Shoplifting', 0.08451635), ('Abuse', 0.08071977)]
RoadAccidents136_x264: [('Vandalism', 0.2860531), ('Fighting', 0.25945374), ('Shooting', 0.23477401), ('Explosion', 0.22247979), ('Accident', 0.21916834), ('Normal Videos', 0.19771264), ('Arson', 0.19005309), ('Assault', 0.16719466), ('Robbery', 0.1646783), ('Burglary', 0.1623889), ('Arrest', 0.14434431), ('Abuse', 0.13305253), ('Stealing', 0.10976773), ('Shoplifting', 0.09323927)]
RoadAccidents137_x264: [('Vandalism', 0.31533334), ('Burglary', 0.30574307), ('Robbery', 0.28207767), ('Shoplifting', 0.26186666), ('Stealing', 0.24638316), ('Arson', 0.24570335), ('Normal Videos', 0.2316701), ('Fighting', 0.21157828), ('Accident', 0.20280614), ('Explosion', 0.20084944), ('Arrest', 0.18432033), ('Shooting', 0.18299857), ('Abuse', 0.18232892), ('Assault', 0.1693196)]
RoadAccidents138_x264: [('Robbery', 0.35878193), ('Vandalism', 0.34614548), ('Burglary', 0.3381894), ('Stealing', 0.31274045), ('Shoplifting', 0.28861046), ('Normal Videos', 0.27517647), ('Accident', 0.27411482), ('Arrest', 0.26114947), ('Shooting', 0.2548568), ('Fighting', 0.25357383), ('Arson', 0.2505746), ('Assault', 0.20718049), ('Abuse', 0.20308445), ('Explosion', 0.17080107)]
RoadAccidents139_x264: [('Vandalism', 0.31669217), ('Burglary', 0.25084615), ('Fighting', 0.24430472), ('Robbery', 0.24247886), ('Shooting', 0.22956795), ('Normal Videos', 0.22562623), ('Stealing', 0.22333674), ('Shoplifting', 0.21866995), ('Arrest', 0.1865269), ('Assault', 0.18551776), ('Arson', 0.16033256), ('Accident', 0.15283212), ('Explosion', 0.1476253), ('Abuse', 0.12666887)]
RoadAccidents140_x264: [('Vandalism', 0.3210138), ('Fighting', 0.25350314), ('Burglary', 0.24169323), ('Robbery', 0.23255911), ('Shooting', 0.22534952), ('Normal Videos', 0.22007987), ('Stealing', 0.21765482), ('Arson', 0.21426895), ('Accident', 0.21237719), ('Shoplifting', 0.20467256), ('Assault', 0.17458773), ('Abuse', 0.16433066), ('Explosion', 0.16142015), ('Arrest', 0.13083231)]
RoadAccidents141_x264: [('Vandalism', 0.3148915), ('Fighting', 0.2908979), ('Accident', 0.26292348), ('Shooting', 0.20130123), ('Assault', 0.18942612), ('Abuse', 0.18924832), ('Explosion', 0.18662435), ('Normal Videos', 0.17542765), ('Arson', 0.16948916), ('Robbery', 0.16538152), ('Burglary', 0.1549603), ('Stealing', 0.151722), ('Arrest', 0.14159837), ('Shoplifting', 0.12178236)]
RoadAccidents142_x264: [('Vandalism', 0.3247673), ('Robbery', 0.31915718), ('Burglary', 0.29556438), ('Fighting', 0.28573197), ('Stealing', 0.2855672), ('Shoplifting', 0.2813152), ('Explosion', 0.263359), ('Shooting', 0.2462337), ('Abuse', 0.2387759), ('Arson', 0.23640387), ('Assault', 0.23361129), ('Accident', 0.21939877), ('Arrest', 0.20574315), ('Normal Videos', 0.17353001)]
RoadAccidents143_x264: [('Vandalism', 0.30763897), ('Robbery', 0.27697268), ('Burglary', 0.261412), ('Shoplifting', 0.2553082), ('Fighting', 0.2508615), ('Stealing', 0.23761702), ('Normal Videos', 0.22751942), ('Arson', 0.22522467), ('Accident', 0.22255626), ('Assault', 0.22028464), ('Explosion', 0.19750035), ('Abuse', 0.1917696), ('Arrest', 0.19175728), ('Shooting', 0.17266452)]
RoadAccidents144_x264: [('Fighting', 0.25430456), ('Accident', 0.21368058), ('Explosion', 0.1785408), ('Shooting', 0.16689517), ('Vandalism', 0.15303545), ('Normal Videos', 0.14956638), ('Assault', 0.14790611), ('Arson', 0.14610997), ('Robbery', 0.14581989), ('Burglary', 0.14173518), ('Arrest', 0.13035624), ('Shoplifting', 0.111166716), ('Stealing', 0.08452112), ('Abuse', 0.0013006749)]
RoadAccidents145_x264: [('Vandalism', 0.31502873), ('Explosion', 0.23325646), ('Arrest', 0.19778176), ('Shooting', 0.19131164), ('Accident', 0.17693043), ('Normal Videos', 0.15843168), ('Burglary', 0.14663477), ('Stealing', 0.14179698), ('Robbery', 0.13551843), ('Fighting', 0.13284999), ('Shoplifting', 0.11228434), ('Abuse', 0.09782395), ('Arson', 0.09680652), ('Assault', 0.06324669)]
RoadAccidents146_x264: [('Burglary', 0.42535233), ('Shooting', 0.4237564), ('Robbery', 0.4166789), ('Vandalism', 0.41376323), ('Shoplifting', 0.37529173), ('Stealing', 0.35969073), ('Arson', 0.33309487), ('Arrest', 0.3297096), ('Explosion', 0.32830215), ('Fighting', 0.3279195), ('Accident', 0.31898242), ('Normal Videos', 0.30279705), ('Assault', 0.2574317), ('Abuse', 0.23135248)]
RoadAccidents147_x264: [('Burglary', 0.32311094), ('Robbery', 0.3200326), ('Stealing', 0.3141647), ('Vandalism', 0.28869486), ('Shoplifting', 0.26455852), ('Accident', 0.2603688), ('Shooting', 0.24884395), ('Fighting', 0.24053097), ('Assault', 0.22036168), ('Arson', 0.20210272), ('Normal Videos', 0.18686914), ('Explosion', 0.16463879), ('Abuse', 0.1628097), ('Arrest', 0.13265008)]
RoadAccidents148_x264: [('Vandalism', 0.27931386), ('Burglary', 0.2684397), ('Shooting', 0.25301942), ('Accident', 0.25218022), ('Robbery', 0.24087773), ('Normal Videos', 0.23706354), ('Stealing', 0.20253316), ('Shoplifting', 0.1925703), ('Fighting', 0.19088578), ('Assault', 0.18834719), ('Arrest', 0.17482287), ('Abuse', 0.16471848), ('Explosion', 0.15585971), ('Arson', 0.13871188)]
RoadAccidents149_x264: [('Accident', 0.3365492), ('Vandalism', 0.2944631), ('Robbery', 0.28058082), ('Shoplifting', 0.24693395), ('Stealing', 0.23604256), ('Fighting', 0.22640175), ('Burglary', 0.22085811), ('Normal Videos', 0.1945233), ('Abuse', 0.17660458), ('Assault', 0.17154221), ('Arrest', 0.14998394), ('Explosion', 0.1439631), ('Shooting', 0.13149844), ('Arson', 0.1130327)]
RoadAccidents150_x264: [('Vandalism', 0.3568926), ('Burglary', 0.296121), ('Robbery', 0.28340596), ('Shooting', 0.258938), ('Accident', 0.25127763), ('Stealing', 0.2478118), ('Shoplifting', 0.2475742), ('Fighting', 0.2399152), ('Assault', 0.21413863), ('Explosion', 0.19745852), ('Arson', 0.16881067), ('Abuse', 0.152246), ('Arrest', 0.13535017), ('Normal Videos', 0.13004312)]
RoadAccidents151_x264: [('Vandalism', 0.35673958), ('Fighting', 0.32526436), ('Accident', 0.31038883), ('Robbery', 0.26766357), ('Burglary', 0.25047064), ('Explosion', 0.24987996), ('Normal Videos', 0.24913429), ('Arrest', 0.23783107), ('Arson', 0.22360834), ('Shooting', 0.22007981), ('Abuse', 0.2133964), ('Stealing', 0.2107499), ('Assault', 0.20747246), ('Shoplifting', 0.18936175)]
Robbery001_x264: [('Shoplifting', 0.332376), ('Robbery', 0.30196324), ('Burglary', 0.3002993), ('Stealing', 0.28667307), ('Vandalism', 0.24246788), ('Normal Videos', 0.23088144), ('Shooting', 0.22597164), ('Arrest', 0.22547197), ('Fighting', 0.19696687), ('Assault', 0.13620278), ('Arson', 0.12558939), ('Explosion', 0.12091077), ('Abuse', 0.09785007), ('Accident', 0.0398492)]
Robbery002_x264: [('Shoplifting', 0.3687686), ('Robbery', 0.3457821), ('Burglary', 0.32910144), ('Stealing', 0.30766758), ('Arrest', 0.26392412), ('Vandalism', 0.22372445), ('Shooting', 0.21294206), ('Normal Videos', 0.20962843), ('Assault', 0.15856415), ('Abuse', 0.14183187), ('Arson', 0.12458911), ('Fighting', 0.109387174), ('Explosion', 0.071387686), ('Accident', 0.07135403)]
Robbery003_x264: [('Shoplifting', 0.27728057), ('Robbery', 0.25361198), ('Stealing', 0.2284873), ('Vandalism', 0.21031612), ('Burglary', 0.20696491), ('Arrest', 0.19474351), ('Shooting', 0.18689345), ('Fighting', 0.18353957), ('Normal Videos', 0.18297243), ('Abuse', 0.1280368), ('Assault', 0.12710258), ('Explosion', 0.12031836), ('Arson', 0.11457132), ('Accident', 0.034160323)]
Robbery004_x264: [('Robbery', 0.5794093), ('Burglary', 0.57743275), ('Shoplifting', 0.56552166), ('Stealing', 0.5145448), ('Arrest', 0.39745197), ('Vandalism', 0.39497805), ('Shooting', 0.38823628), ('Normal Videos', 0.32941237), ('Arson', 0.25147322), ('Assault', 0.2513707), ('Explosion', 0.23056504), ('Abuse', 0.22930898), ('Fighting', 0.2255181), ('Accident', 0.17031704)]
Robbery005_x264: [('Vandalism', 0.36089393), ('Burglary', 0.33751333), ('Shooting', 0.31865755), ('Arrest', 0.30468893), ('Normal Videos', 0.30154312), ('Robbery', 0.30082268), ('Stealing', 0.2894979), ('Fighting', 0.28421885), ('Arson', 0.28214854), ('Shoplifting', 0.26568174), ('Assault', 0.22453427), ('Explosion', 0.20393188), ('Abuse', 0.19048874), ('Accident', 0.17004685)]
Robbery006_x264: [('Robbery', 0.44842595), ('Burglary', 0.4409515), ('Shoplifting', 0.4158238), ('Shooting', 0.38856214), ('Stealing', 0.38231778), ('Vandalism', 0.36827898), ('Assault', 0.32644778), ('Arrest', 0.2902925), ('Fighting', 0.28152427), ('Abuse', 0.23966616), ('Normal Videos', 0.2356509), ('Arson', 0.23536745), ('Explosion', 0.21210597), ('Accident', 0.20743237)]
Robbery007_x264: [('Explosion', 0.25553122), ('Shooting', 0.24577722), ('Normal Videos', 0.21980718), ('Vandalism', 0.21105374), ('Fighting', 0.20979463), ('Arson', 0.19183266), ('Arrest', 0.17951415), ('Accident', 0.17258483), ('Burglary', 0.12009152), ('Robbery', 0.11655533), ('Assault', 0.107513115), ('Stealing', 0.0916986), ('Shoplifting', 0.07238046), ('Abuse', 0.070415124)]
Robbery008_x264: [('Shoplifting', 0.34279102), ('Robbery', 0.32257116), ('Burglary', 0.2969107), ('Stealing', 0.28603736), ('Shooting', 0.241113), ('Arrest', 0.2187253), ('Normal Videos', 0.21870278), ('Vandalism', 0.20950487), ('Fighting', 0.15049031), ('Arson', 0.13883117), ('Assault', 0.13472669), ('Abuse', 0.13194034), ('Accident', 0.081140384), ('Explosion', 0.07693869)]
Robbery009_x264: [('Robbery', 0.51818156), ('Burglary', 0.48792896), ('Shoplifting', 0.4783259), ('Stealing', 0.44518855), ('Arrest', 0.36161065), ('Shooting', 0.3313216), ('Vandalism', 0.3290689), ('Assault', 0.237994), ('Normal Videos', 0.20968254), ('Arson', 0.1881678), ('Abuse', 0.17713648), ('Explosion', 0.1663561), ('Fighting', 0.15594941), ('Accident', 0.15451139)]
Robbery010_x264: [('Robbery', 0.3947926), ('Burglary', 0.39279297), ('Shoplifting', 0.36565304), ('Stealing', 0.35409522), ('Arrest', 0.23471078), ('Shooting', 0.22981319), ('Vandalism', 0.22473854), ('Normal Videos', 0.2235723), ('Fighting', 0.19462794), ('Assault', 0.14986998), ('Arson', 0.12804171), ('Explosion', 0.10337348), ('Abuse', 0.08074768), ('Accident', 0.064637065)]
Robbery011_x264: [('Explosion', 0.41244447), ('Arson', 0.4056718), ('Shooting', 0.38847473), ('Burglary', 0.37118313), ('Vandalism', 0.3699817), ('Robbery', 0.36906022), ('Stealing', 0.30975384), ('Arrest', 0.3084368), ('Shoplifting', 0.29901487), ('Fighting', 0.27856138), ('Assault', 0.24737008), ('Normal Videos', 0.24315926), ('Accident', 0.18611363), ('Abuse', 0.17574573)]
Robbery012_x264: [('Burglary', 0.38584653), ('Robbery', 0.3795501), ('Shoplifting', 0.37253326), ('Normal Videos', 0.3482556), ('Stealing', 0.33203083), ('Arrest', 0.33139038), ('Shooting', 0.29484186), ('Vandalism', 0.28727362), ('Fighting', 0.2348494), ('Arson', 0.21830861), ('Assault', 0.20957884), ('Explosion', 0.19978464), ('Accident', 0.16619429), ('Abuse', 0.15850943)]
Robbery013_x264: [('Robbery', 0.42420062), ('Shoplifting', 0.41171622), ('Burglary', 0.40320215), ('Stealing', 0.35946274), ('Arrest', 0.2809548), ('Vandalism', 0.24971569), ('Shooting', 0.24368067), ('Normal Videos', 0.22315809), ('Assault', 0.19836852), ('Fighting', 0.13387936), ('Arson', 0.13333401), ('Explosion', 0.11910311), ('Abuse', 0.116801776), ('Accident', 0.0845349)]
Robbery014_x264: [('Robbery', 0.32810235), ('Burglary', 0.29334912), ('Stealing', 0.27996987), ('Fighting', 0.26718992), ('Shoplifting', 0.25909013), ('Shooting', 0.25817788), ('Vandalism', 0.25551227), ('Normal Videos', 0.21013987), ('Arrest', 0.16464783), ('Abuse', 0.14827588), ('Assault', 0.12753627), ('Arson', 0.12630567), ('Explosion', 0.12604068), ('Accident', 0.117115855)]
Robbery015_x264: [('Burglary', 0.40747428), ('Robbery', 0.40386105), ('Stealing', 0.3628528), ('Shoplifting', 0.3477229), ('Vandalism', 0.33509493), ('Shooting', 0.3268627), ('Arrest', 0.30787358), ('Normal Videos', 0.30050996), ('Fighting', 0.23392944), ('Accident', 0.19821918), ('Arson', 0.19648172), ('Assault', 0.19149992), ('Explosion', 0.18558806), ('Abuse', 0.16410047)]
Robbery016_x264: [('Burglary', 0.48388186), ('Shoplifting', 0.46179718), ('Robbery', 0.4616713), ('Stealing', 0.4349729), ('Vandalism', 0.3514194), ('Shooting', 0.3446725), ('Arrest', 0.3379753), ('Assault', 0.33246458), ('Fighting', 0.27014747), ('Normal Videos', 0.24187198), ('Abuse', 0.23605517), ('Arson', 0.2142917), ('Explosion', 0.21327806), ('Accident', 0.18356699)]
Robbery017_x264: [('Shooting', 0.322564), ('Burglary', 0.28334025), ('Robbery', 0.28333873), ('Normal Videos', 0.26601824), ('Shoplifting', 0.26240385), ('Stealing', 0.24720335), ('Vandalism', 0.24573606), ('Arrest', 0.19228445), ('Fighting', 0.18991572), ('Explosion', 0.18633741), ('Arson', 0.16552517), ('Assault', 0.15988934), ('Accident', 0.09736595), ('Abuse', 0.06968929)]
Robbery018_x264: [('Shoplifting', 0.30992228), ('Robbery', 0.28697556), ('Burglary', 0.27617556), ('Stealing', 0.2686116), ('Vandalism', 0.23068157), ('Normal Videos', 0.22895962), ('Fighting', 0.19577196), ('Arrest', 0.18440291), ('Shooting', 0.174127), ('Abuse', 0.13042656), ('Assault', 0.12936985), ('Arson', 0.12438377), ('Explosion', 0.100984335), ('Accident', 0.06416192)]
Robbery019_x264: [('Assault', 0.37820607), ('Robbery', 0.34909216), ('Burglary', 0.34392887), ('Vandalism', 0.3357727), ('Shooting', 0.33487862), ('Abuse', 0.32723975), ('Fighting', 0.32128206), ('Stealing', 0.30881274), ('Shoplifting', 0.29038876), ('Arrest', 0.2772558), ('Normal Videos', 0.22000846), ('Arson', 0.21784054), ('Accident', 0.21601845), ('Explosion', 0.1572946)]
Robbery020_x264: [('Fighting', 0.28750184), ('Vandalism', 0.27872685), ('Burglary', 0.2643364), ('Normal Videos', 0.25041413), ('Robbery', 0.23458327), ('Stealing', 0.2341047), ('Shoplifting', 0.20770882), ('Arrest', 0.16022614), ('Arson', 0.15958548), ('Shooting', 0.15108478), ('Explosion', 0.14357278), ('Abuse', 0.14333738), ('Accident', 0.11592461), ('Assault', 0.10229001)]
Robbery021_x264: [('Robbery', 0.40084988), ('Shoplifting', 0.39480323), ('Burglary', 0.37812552), ('Stealing', 0.34480435), ('Arrest', 0.2816112), ('Vandalism', 0.24237865), ('Shooting', 0.2173169), ('Normal Videos', 0.18057486), ('Assault', 0.17303628), ('Arson', 0.12217146), ('Abuse', 0.116096035), ('Accident', 0.0956109), ('Explosion', 0.08460272), ('Fighting', 0.07320673)]
Robbery022_x264: [('Robbery', 0.2651596), ('Shoplifting', 0.26228243), ('Stealing', 0.24883252), ('Burglary', 0.2356003), ('Vandalism', 0.23209028), ('Fighting', 0.20901331), ('Abuse', 0.1759421), ('Accident', 0.16135518), ('Arrest', 0.16130503), ('Normal Videos', 0.14776109), ('Explosion', 0.13448739), ('Arson', 0.124490656), ('Shooting', 0.124195166), ('Assault', 0.11250466)]
Robbery023_x264: [('Vandalism', 0.36134064), ('Shoplifting', 0.33692336), ('Robbery', 0.33081535), ('Burglary', 0.31919053), ('Stealing', 0.29172754), ('Fighting', 0.24074462), ('Shooting', 0.23410298), ('Explosion', 0.22953968), ('Arson', 0.22278379), ('Abuse', 0.21440718), ('Arrest', 0.19705632), ('Normal Videos', 0.19509229), ('Accident', 0.17232417), ('Assault', 0.13196072)]
Robbery024_x264: [('Burglary', 0.43660945), ('Robbery', 0.43581355), ('Assault', 0.42936087), ('Vandalism', 0.4089043), ('Shooting', 0.3848481), ('Stealing', 0.37068754), ('Shoplifting', 0.36918303), ('Arrest', 0.3513856), ('Abuse', 0.2947952), ('Fighting', 0.29009643), ('Accident', 0.2547578), ('Explosion', 0.25386697), ('Arson', 0.24157012), ('Normal Videos', 0.23440842)]
Robbery025_x264: [('Burglary', 0.46313208), ('Vandalism', 0.45239165), ('Robbery', 0.4278534), ('Assault', 0.42777497), ('Shooting', 0.40220407), ('Shoplifting', 0.40069747), ('Stealing', 0.39157343), ('Fighting', 0.3759627), ('Arrest', 0.35303515), ('Abuse', 0.34365982), ('Arson', 0.31051815), ('Explosion', 0.2880249), ('Normal Videos', 0.27384344), ('Accident', 0.18310764)]
Robbery026_x264: [('Robbery', 0.34592813), ('Burglary', 0.32714397), ('Shoplifting', 0.3176351), ('Stealing', 0.30568808), ('Vandalism', 0.30064908), ('Shooting', 0.285729), ('Arrest', 0.23223545), ('Normal Videos', 0.22627011), ('Fighting', 0.2128599), ('Abuse', 0.20343208), ('Assault', 0.20265034), ('Arson', 0.159695), ('Explosion', 0.15451123), ('Accident', 0.13967028)]
Robbery027_x264: [('Shooting', 0.3078191), ('Robbery', 0.29603356), ('Burglary', 0.27479354), ('Shoplifting', 0.2699374), ('Fighting', 0.262011), ('Stealing', 0.26070398), ('Vandalism', 0.2599252), ('Normal Videos', 0.23293167), ('Arson', 0.1978682), ('Assault', 0.19214672), ('Arrest', 0.18159896), ('Explosion', 0.14313698), ('Accident', 0.13668686), ('Abuse', 0.13348506)]
Robbery028_x264: [('Robbery', 0.5153544), ('Burglary', 0.50149256), ('Shoplifting', 0.48666027), ('Stealing', 0.45448798), ('Vandalism', 0.35551512), ('Arrest', 0.30723542), ('Shooting', 0.29141986), ('Normal Videos', 0.2909318), ('Assault', 0.24767603), ('Arson', 0.21706879), ('Abuse', 0.21060911), ('Fighting', 0.20059536), ('Accident', 0.17845607), ('Explosion', 0.1764951)]
Robbery029_x264: [('Vandalism', 0.35360605), ('Burglary', 0.25791493), ('Robbery', 0.2438136), ('Shoplifting', 0.24136686), ('Stealing', 0.20743172), ('Fighting', 0.20601715), ('Accident', 0.19265097), ('Arrest', 0.17628701), ('Explosion', 0.16756824), ('Shooting', 0.1604366), ('Normal Videos', 0.15835789), ('Arson', 0.15406604), ('Assault', 0.122496), ('Abuse', 0.11856835)]
Robbery030_x264: [('Fighting', 0.24202037), ('Shooting', 0.22838572), ('Vandalism', 0.22545052), ('Normal Videos', 0.21388485), ('Arrest', 0.1972203), ('Explosion', 0.18613008), ('Abuse', 0.18280905), ('Arson', 0.16087973), ('Assault', 0.14786485), ('Accident', 0.14592578), ('Robbery', 0.13539255), ('Burglary', 0.12209854), ('Stealing', 0.083843574), ('Shoplifting', 0.06322185)]
Robbery031_x264: [('Burglary', 0.45536733), ('Vandalism', 0.43408012), ('Robbery', 0.432743), ('Stealing', 0.37860394), ('Shoplifting', 0.37646705), ('Assault', 0.36339107), ('Shooting', 0.34553155), ('Arrest', 0.33820575), ('Fighting', 0.32604802), ('Arson', 0.29569477), ('Explosion', 0.2728525), ('Abuse', 0.25181794), ('Accident', 0.23546262), ('Normal Videos', 0.23347911)]
