Abuse001_x264: [('Fighting', 0.2473864), ('Assault', 0.24733552), ('Abuse', 0.22662574), ('Explosion', 0.2183716), ('Burglary', 0.21833363), ('Arrest', 0.19959828), ('Vandalism', 0.19219466), ('Robbery', 0.18040663), ('Normal_Videos_', 0.1694072), ('Arson', 0.15237531), ('RoadAccidents', 0.1517644), ('Shooting', 0.14273702), ('Stealing', 0.13822368), ('Shoplifting', 0.11471912)]
Normal_Videos_888_x264: [('Robbery', 0.23862235), ('Shoplifting', 0.18891004), ('Stealing', 0.16725336), ('Burglary', 0.16597833), ('Explosion', 0.15896207), ('Vandalism', 0.13944098), ('Arrest', 0.13823467), ('Abuse', 0.12293202), ('Normal_Videos_', 0.119846016), ('Assault', 0.11382927), ('Arson', 0.10342613), ('RoadAccidents', 0.09885104), ('Shooting', 0.0895996), ('Fighting', 0.045402013)]
Normal_Videos_890_x264: [('Normal_Videos_', 0.21359003), ('RoadAccidents', 0.21012965), ('Shoplifting', 0.19754954), ('Burglary', 0.17299658), ('Abuse', 0.16609472), ('Arrest', 0.16366392), ('Stealing', 0.16095223), ('Vandalism', 0.14750566), ('Explosion', 0.13770291), ('Assault', 0.13267401), ('Fighting', 0.12716839), ('Shooting', 0.11989884), ('Robbery', 0.11927475), ('Arson', 0.10801971)]
Normal_Videos_891_x264: [('Explosion', 0.19268572), ('Normal_Videos_', 0.18046667), ('Arrest', 0.17960145), ('Shoplifting', 0.17016467), ('Arson', 0.16021058), ('Stealing', 0.1595763), ('Vandalism', 0.1573724), ('Robbery', 0.14542249), ('Burglary', 0.14393806), ('Abuse', 0.13683876), ('Shooting', 0.1315037), ('RoadAccidents', 0.123424776), ('Assault', 0.10957893), ('Fighting', 0.09945115)]
Normal_Videos_892_x264: [('Burglary', 0.27551216), ('Stealing', 0.2673136), ('Robbery', 0.26405194), ('Explosion', 0.2514025), ('Shoplifting', 0.24589735), ('Vandalism', 0.23357913), ('Arson', 0.22982185), ('RoadAccidents', 0.20955983), ('Normal_Videos_', 0.19617975), ('Fighting', 0.17606024), ('Arrest', 0.17525029), ('Shooting', 0.1541057), ('Assault', 0.14037511), ('Abuse', 0.12245969)]
Normal_Videos_893_x264: [('Shoplifting', 0.3006509), ('Stealing', 0.24454685), ('Robbery', 0.22187755), ('Burglary', 0.218817), ('Vandalism', 0.1913589), ('RoadAccidents', 0.17657608), ('Explosion', 0.16328955), ('Normal_Videos_', 0.15931028), ('Abuse', 0.1453084), ('Fighting', 0.13590392), ('Assault', 0.13060713), ('Arson', 0.12872714), ('Arrest', 0.12394842), ('Shooting', 0.12193473)]
Normal_Videos_894_x264: [('Shoplifting', 0.20731772), ('Burglary', 0.18011098), ('Robbery', 0.16214958), ('Arrest', 0.15882799), ('Stealing', 0.14789501), ('Explosion', 0.14380755), ('Shooting', 0.12506679), ('Normal_Videos_', 0.12331345), ('Fighting', 0.11988434), ('Abuse', 0.10378677), ('Vandalism', 0.10282755), ('RoadAccidents', 0.09360053), ('Assault', 0.08631275), ('Arson', 0.05452865)]
Normal_Videos_895_x264: [('RoadAccidents', 0.3514039), ('Burglary', 0.229298), ('Shooting', 0.21369223), ('Stealing', 0.19852084), ('Assault', 0.18166181), ('Vandalism', 0.17959182), ('Normal_Videos_', 0.17634387), ('Shoplifting', 0.16678052), ('Robbery', 0.16139707), ('Arson', 0.1452071), ('Explosion', 0.122443594), ('Fighting', 0.11979334), ('Abuse', 0.11688174), ('Arrest', 0.115379386)]
Normal_Videos_899_x264: [('Normal_Videos_', 0.274018), ('Burglary', 0.16267836), ('Explosion', 0.15092143), ('Shoplifting', 0.14937763), ('Vandalism', 0.14668974), ('Stealing', 0.13539891), ('Abuse', 0.13512394), ('RoadAccidents', 0.10232106), ('Arrest', 0.096609935), ('Robbery', 0.093099706), ('Assault', 0.093043014), ('Arson', 0.08781675), ('Fighting', 0.08122123), ('Shooting', 0.07309315)]
Normal_Videos_896_x264: [('RoadAccidents', 0.351466), ('Vandalism', 0.23909727), ('Stealing', 0.22276303), ('Arson', 0.22208986), ('Arrest', 0.21301198), ('Burglary', 0.21186528), ('Normal_Videos_', 0.21063316), ('Shoplifting', 0.1996319), ('Explosion', 0.19379666), ('Robbery', 0.18432102), ('Abuse', 0.17804639), ('Assault', 0.16747889), ('Shooting', 0.12059993), ('Fighting', 0.103109814)]
Normal_Videos_897_x264: [('Normal_Videos_', 0.16785544), ('Shoplifting', 0.14934334), ('Burglary', 0.13700593), ('Robbery', 0.1274733), ('Arrest', 0.1264838), ('RoadAccidents', 0.12012184), ('Fighting', 0.11553855), ('Assault', 0.10733607), ('Stealing', 0.09851195), ('Abuse', 0.091619976), ('Vandalism', 0.090348676), ('Shooting', 0.085121244), ('Explosion', 0.078133054), ('Arson', 0.05449032)]
Normal_Videos_898_x264: [('RoadAccidents', 0.20811722), ('Fighting', 0.20482492), ('Arrest', 0.18446288), ('Explosion', 0.17752796), ('Shoplifting', 0.16749372), ('Normal_Videos_', 0.16545112), ('Assault', 0.16067922), ('Abuse', 0.15680109), ('Vandalism', 0.15520258), ('Burglary', 0.14749934), ('Robbery', 0.14709188), ('Stealing', 0.12948045), ('Arson', 0.114173934), ('Shooting', 0.09843668)]
Normal_Videos_900_x264: [('RoadAccidents', 0.41114593), ('Burglary', 0.15867302), ('Normal_Videos_', 0.15623459), ('Stealing', 0.15051866), ('Explosion', 0.14826694), ('Vandalism', 0.13821119), ('Shoplifting', 0.1357252), ('Robbery', 0.12983973), ('Shooting', 0.12948084), ('Arrest', 0.12680562), ('Arson', 0.12672994), ('Assault', 0.093577184), ('Fighting', 0.08496182), ('Abuse', 0.0782353)]
Normal_Videos_901_x264: [('RoadAccidents', 0.42588153), ('Normal_Videos_', 0.22245681), ('Explosion', 0.21550801), ('Shooting', 0.1595293), ('Arson', 0.15752235), ('Robbery', 0.15676501), ('Stealing', 0.1508408), ('Arrest', 0.14017083), ('Vandalism', 0.1377732), ('Burglary', 0.12427318), ('Shoplifting', 0.12256576), ('Assault', 0.09043573), ('Abuse', 0.07575254), ('Fighting', 0.07027595)]
Normal_Videos_902_x264: [('RoadAccidents', 0.44663602), ('Explosion', 0.1769661), ('Robbery', 0.1757979), ('Stealing', 0.17309543), ('Arrest', 0.16732779), ('Normal_Videos_', 0.16190884), ('Burglary', 0.15299822), ('Arson', 0.15250891), ('Vandalism', 0.14835455), ('Shooting', 0.14424804), ('Shoplifting', 0.13488978), ('Assault', 0.11004712), ('Abuse', 0.10194893), ('Fighting', 0.08991487)]
Normal_Videos_903_x264: [('RoadAccidents', 0.445339), ('Normal_Videos_', 0.18507908), ('Explosion', 0.1662084), ('Stealing', 0.15755843), ('Arrest', 0.15214102), ('Burglary', 0.14449336), ('Shooting', 0.14202335), ('Robbery', 0.14133543), ('Shoplifting', 0.13315666), ('Arson', 0.12967539), ('Vandalism', 0.12412731), ('Assault', 0.09205237), ('Abuse', 0.083860904), ('Fighting', 0.07039888)]
Normal_Videos_904_x264: [('RoadAccidents', 0.26991978), ('Arrest', 0.24298239), ('Burglary', 0.12534474), ('Assault', 0.1127903), ('Explosion', 0.111283794), ('Shoplifting', 0.106741585), ('Shooting', 0.105995476), ('Arson', 0.1004805), ('Robbery', 0.0982679), ('Normal_Videos_', 0.0876775), ('Stealing', 0.08603829), ('Fighting', 0.06934307), ('Vandalism', 0.06847832), ('Abuse', 0.039169528)]
Normal_Videos_905_x264: [('RoadAccidents', 0.4266535), ('Normal_Videos_', 0.20788513), ('Shooting', 0.18231452), ('Stealing', 0.17140245), ('Explosion', 0.16963896), ('Arrest', 0.13528118), ('Vandalism', 0.1305227), ('Robbery', 0.12645513), ('Arson', 0.12340884), ('Burglary', 0.11888256), ('Shoplifting', 0.10587857), ('Assault', 0.10189057), ('Fighting', 0.09980838), ('Abuse', 0.08772488)]
Normal_Videos_906_x264: [('RoadAccidents', 0.39145416), ('Shooting', 0.14871675), ('Normal_Videos_', 0.14101282), ('Stealing', 0.14075273), ('Vandalism', 0.112666145), ('Arrest', 0.10756925), ('Shoplifting', 0.102531075), ('Burglary', 0.10190611), ('Robbery', 0.10160686), ('Explosion', 0.09526655), ('Fighting', 0.09363578), ('Assault', 0.08134359), ('Arson', 0.0732222), ('Abuse', 0.057124075)]
Normal_Videos_907_x264: [('RoadAccidents', 0.41017476), ('Normal_Videos_', 0.17084739), ('Explosion', 0.16829166), ('Shooting', 0.15560389), ('Stealing', 0.14748448), ('Arrest', 0.13526428), ('Vandalism', 0.13503323), ('Robbery', 0.12131024), ('Burglary', 0.119158275), ('Arson', 0.107194886), ('Shoplifting', 0.10157208), ('Fighting', 0.09898436), ('Assault', 0.08918441), ('Abuse', 0.08107383)]
Normal_Videos_908_x264: [('RoadAccidents', 0.4210217), ('Explosion', 0.20264901), ('Normal_Videos_', 0.19544521), ('Shooting', 0.19315746), ('Stealing', 0.1820955), ('Arrest', 0.1769259), ('Arson', 0.17688665), ('Robbery', 0.17684636), ('Burglary', 0.17388465), ('Abuse', 0.15464659), ('Shoplifting', 0.15097757), ('Assault', 0.14909136), ('Vandalism', 0.14572766), ('Fighting', 0.13767198)]
Normal_Videos_909_x264: [('RoadAccidents', 0.4357553), ('Normal_Videos_', 0.16842252), ('Shooting', 0.16822785), ('Arrest', 0.15433356), ('Explosion', 0.14976718), ('Stealing', 0.12477218), ('Shoplifting', 0.124338165), ('Assault', 0.1203311), ('Vandalism', 0.12006316), ('Burglary', 0.112069584), ('Robbery', 0.09968956), ('Abuse', 0.09048854), ('Fighting', 0.08897461), ('Arson', 0.08414409)]
Normal_Videos_910_x264: [('RoadAccidents', 0.3161089), ('Assault', 0.107891664), ('Shoplifting', 0.10787307), ('Arrest', 0.10550391), ('Burglary', 0.09369657), ('Stealing', 0.08589485), ('Robbery', 0.080378), ('Vandalism', 0.075015634), ('Fighting', 0.07236707), ('Shooting', 0.05850921), ('Normal_Videos_', 0.05785662), ('Abuse', 0.035659537), ('Explosion', 0.017541323), ('Arson', 0.009570017)]
Normal_Videos_911_x264: [('RoadAccidents', 0.4342063), ('Normal_Videos_', 0.2052781), ('Shooting', 0.19779453), ('Explosion', 0.1726589), ('Stealing', 0.16386102), ('Arrest', 0.15121466), ('Burglary', 0.1411286), ('Vandalism', 0.131216), ('Robbery', 0.13102551), ('Arson', 0.12244128), ('Assault', 0.10630677), ('Shoplifting', 0.101570986), ('Abuse', 0.085774526), ('Fighting', 0.081696495)]
Normal_Videos_912_x264: [('RoadAccidents', 0.29142886), ('Arrest', 0.22431384), ('Shooting', 0.1310118), ('Explosion', 0.12025717), ('Arson', 0.11809184), ('Robbery', 0.11105341), ('Shoplifting', 0.10764794), ('Burglary', 0.10359423), ('Normal_Videos_', 0.10330626), ('Stealing', 0.09178297), ('Fighting', 0.08227892), ('Assault', 0.06478059), ('Vandalism', 0.06264806), ('Abuse', 0.001751259)]
Normal_Videos_913_x264: [('RoadAccidents', 0.45195842), ('Explosion', 0.20646095), ('Normal_Videos_', 0.20132223), ('Shooting', 0.1910333), ('Stealing', 0.15608947), ('Vandalism', 0.15212804), ('Burglary', 0.14802343), ('Arrest', 0.1465992), ('Robbery', 0.13931601), ('Shoplifting', 0.12869972), ('Arson', 0.11991942), ('Assault', 0.11453028), ('Abuse', 0.09182585), ('Fighting', 0.057140116)]
Normal_Videos_914_x264: [('RoadAccidents', 0.45195842), ('Explosion', 0.20646095), ('Normal_Videos_', 0.20132223), ('Shooting', 0.1910333), ('Stealing', 0.15608947), ('Vandalism', 0.15212804), ('Burglary', 0.14802343), ('Arrest', 0.1465992), ('Robbery', 0.13931601), ('Shoplifting', 0.12869972), ('Arson', 0.11991942), ('Assault', 0.11453028), ('Abuse', 0.09182585), ('Fighting', 0.057140116)]
Normal_Videos_915_x264: [('RoadAccidents', 0.40670082), ('Arrest', 0.17021015), ('Normal_Videos_', 0.16443798), ('Explosion', 0.14710951), ('Stealing', 0.14670739), ('Shooting', 0.13949817), ('Robbery', 0.13054368), ('Arson', 0.101609945), ('Vandalism', 0.09668638), ('Shoplifting', 0.09441817), ('Burglary', 0.09335567), ('Assault', 0.09134963), ('Abuse', 0.07851352), ('Fighting', 0.07457963)]
Normal_Videos_923_x264: [('Shoplifting', 0.11343755), ('Stealing', 0.1049429), ('Burglary', 0.092375845), ('Arrest', 0.081024624), ('Shooting', 0.07573092), ('Explosion', 0.05832628), ('Robbery', 0.056175094), ('Normal_Videos_', 0.050325487), ('Fighting', 0.04950095), ('Vandalism', 0.04564505), ('Arson', 0.027009629), ('Assault', 0.014071869), ('RoadAccidents', 0.0021745674), ('Abuse', -0.047381304)]
Normal_Videos001_x264: [('Vandalism', 0.20738101), ('Burglary', 0.20706439), ('Shoplifting', 0.19542262), ('Stealing', 0.186894), ('Robbery', 0.18455118), ('Abuse', 0.18353789), ('Normal_Videos_', 0.17844056), ('Fighting', 0.17446886), ('Arson', 0.17012608), ('Assault', 0.15935943), ('Explosion', 0.15482473), ('Arrest', 0.14351793), ('RoadAccidents', 0.1261772), ('Shooting', 0.106337614)]
Normal_Videos002_x264: [('Normal_Videos_', 0.33928216), ('Explosion', 0.22117008), ('Abuse', 0.21558823), ('Vandalism', 0.21544665), ('Burglary', 0.21376964), ('Shooting', 0.18797648), ('Shoplifting', 0.17965269), ('Stealing', 0.16528568), ('RoadAccidents', 0.16374655), ('Arrest', 0.15622884), ('Assault', 0.15508014), ('Robbery', 0.15093812), ('Fighting', 0.12968087), ('Arson', 0.12914193)]
Normal_Videos004_x264: [('Normal_Videos_', 0.31580725), ('Vandalism', 0.18187475), ('Burglary', 0.15695673), ('RoadAccidents', 0.15197727), ('Shooting', 0.14113593), ('Arson', 0.14099318), ('Shoplifting', 0.1385207), ('Stealing', 0.13835523), ('Explosion', 0.12991408), ('Arrest', 0.12624222), ('Robbery', 0.12432183), ('Abuse', 0.11164067), ('Fighting', 0.09686853), ('Assault', 0.08592811)]
Normal_Videos005_x264: [('RoadAccidents', 0.41207463), ('Shoplifting', 0.2358565), ('Burglary', 0.21230297), ('Vandalism', 0.2110942), ('Arrest', 0.20677778), ('Robbery', 0.19809854), ('Stealing', 0.19502719), ('Shooting', 0.17769265), ('Explosion', 0.17545354), ('Normal_Videos_', 0.17329478), ('Assault', 0.15934372), ('Arson', 0.15773785), ('Abuse', 0.15586412), ('Fighting', 0.11844346)]
Normal_Videos007_x264: [('Shoplifting', 0.27018625), ('Stealing', 0.22210363), ('Arrest', 0.20149106), ('Vandalism', 0.19703126), ('Explosion', 0.19443919), ('Burglary', 0.18668479), ('Robbery', 0.18601817), ('RoadAccidents', 0.17120366), ('Arson', 0.15060043), ('Fighting', 0.1486508), ('Abuse', 0.13742875), ('Assault', 0.1368007), ('Normal_Videos_', 0.13312986), ('Shooting', 0.10053677)]
Normal_Videos008_x264: [('Abuse', 0.23230529), ('Robbery', 0.23114762), ('Explosion', 0.22119641), ('Stealing', 0.21356969), ('Assault', 0.21258189), ('Vandalism', 0.20725082), ('Burglary', 0.20364907), ('RoadAccidents', 0.1982159), ('Shoplifting', 0.1933958), ('Arrest', 0.17896686), ('Fighting', 0.16891617), ('Normal_Videos_', 0.14803925), ('Shooting', 0.1455752), ('Arson', 0.14546642)]
Normal_Videos009_x264: [('Shoplifting', 0.18765149), ('Stealing', 0.186338), ('Robbery', 0.17326811), ('Burglary', 0.16751078), ('Fighting', 0.13379082), ('Vandalism', 0.12853669), ('Shooting', 0.11532666), ('Normal_Videos_', 0.10896987), ('Arrest', 0.105189666), ('Explosion', 0.101817414), ('Abuse', 0.09185842), ('Assault', 0.06764066), ('Arson', 0.051223837), ('RoadAccidents', 0.04623322)]
Normal_Videos011_x264: [('Normal_Videos_', 0.091359094), ('Explosion', 0.08046825), ('Vandalism', 0.077461965), ('Burglary', 0.07007937), ('Assault', 0.04580941), ('Shooting', 0.03867118), ('Abuse', 0.03634333), ('Fighting', 0.02964354), ('Arrest', 0.02383351), ('Arson', 0.0150314905), ('Stealing', 0.012422873), ('RoadAccidents', 0.0040292405), ('Shoplifting', -0.00044218032), ('Robbery', -0.010579088)]
Normal_Videos012_x264: [('Shoplifting', 0.3458345), ('RoadAccidents', 0.2248401), ('Robbery', 0.21927047), ('Vandalism', 0.20400748), ('Burglary', 0.20069982), ('Stealing', 0.19300225), ('Explosion', 0.18593505), ('Fighting', 0.1847871), ('Arrest', 0.18422748), ('Shooting', 0.16669118), ('Assault', 0.162732), ('Abuse', 0.15886998), ('Arson', 0.1262663), ('Normal_Videos_', 0.1085703)]
Normal_Videos013_x264: [('RoadAccidents', 0.47191113), ('Explosion', 0.25536495), ('Vandalism', 0.24094646), ('Arrest', 0.23706822), ('Normal_Videos_', 0.22131303), ('Assault', 0.21401416), ('Arson', 0.21398556), ('Robbery', 0.21350807), ('Stealing', 0.21080856), ('Burglary', 0.19559011), ('Shoplifting', 0.19116983), ('Shooting', 0.18843445), ('Abuse', 0.17773987), ('Fighting', 0.15259844)]
Normal_Videos016_x264: [('RoadAccidents', 0.39939076), ('Normal_Videos_', 0.31225973), ('Explosion', 0.21089014), ('Shoplifting', 0.20724754), ('Shooting', 0.19700372), ('Vandalism', 0.1937258), ('Stealing', 0.18544656), ('Robbery', 0.1790204), ('Arson', 0.1744643), ('Burglary', 0.16494547), ('Arrest', 0.16298495), ('Abuse', 0.14894092), ('Assault', 0.14495571), ('Fighting', 0.12939946)]
Normal_Videos017_x264: [('Explosion', 0.1346848), ('Arrest', 0.12965372), ('Normal_Videos_', 0.11084593), ('Burglary', 0.09163122), ('Fighting', 0.081415996), ('Shoplifting', 0.07947141), ('Vandalism', 0.077823855), ('Assault', 0.076067775), ('Robbery', 0.06610076), ('Stealing', 0.052552737), ('Shooting', 0.051860698), ('Abuse', 0.03553838), ('RoadAccidents', 0.033240847), ('Arson', 0.026163688)]
Normal_Videos020_x264: [('Shoplifting', 0.2706835), ('RoadAccidents', 0.12134357), ('Stealing', 0.11566892), ('Robbery', 0.10372087), ('Burglary', 0.103547424), ('Shooting', 0.10101981), ('Fighting', 0.09905912), ('Normal_Videos_', 0.09611948), ('Assault', 0.09404752), ('Explosion', 0.06677724), ('Vandalism', 0.05190502), ('Arrest', 0.043043658), ('Abuse', 0.038795207), ('Arson', 0.023100775)]
Normal_Videos021_x264: [('Explosion', 0.21073174), ('Arson', 0.17801768), ('Fighting', 0.15965609), ('Burglary', 0.15560137), ('Normal_Videos_', 0.1533649), ('Robbery', 0.15105678), ('Stealing', 0.14027227), ('Vandalism', 0.13705923), ('Arrest', 0.13642922), ('Shooting', 0.12061144), ('Shoplifting', 0.103999555), ('Assault', 0.09819182), ('Abuse', 0.0976274), ('RoadAccidents', 0.0972043)]
Normal_Videos022_x264: [('RoadAccidents', 0.5015464), ('Shoplifting', 0.19885185), ('Shooting', 0.19731936), ('Normal_Videos_', 0.17565069), ('Stealing', 0.17189765), ('Arrest', 0.16661173), ('Vandalism', 0.15342009), ('Arson', 0.13745566), ('Robbery', 0.13292308), ('Burglary', 0.13208939), ('Fighting', 0.12109411), ('Explosion', 0.09760053), ('Abuse', 0.09451989), ('Assault', 0.07132252)]
Normal_Videos023_x264: [('Normal_Videos_', 0.27051798), ('Explosion', 0.14804968), ('Burglary', 0.14178063), ('Arson', 0.12808728), ('Stealing', 0.12024351), ('Vandalism', 0.11937256), ('Fighting', 0.11209142), ('Abuse', 0.10824279), ('Shoplifting', 0.08979401), ('RoadAccidents', 0.082435094), ('Robbery', 0.07149723), ('Shooting', 0.06616476), ('Arrest', 0.044265166), ('Assault', 0.032756206)]
Normal_Videos026_x264: [('Vandalism', 0.30493593), ('Burglary', 0.30230498), ('Abuse', 0.29001072), ('Explosion', 0.28921866), ('Arson', 0.280792), ('Stealing', 0.2805475), ('Assault', 0.27811316), ('Robbery', 0.2694206), ('Fighting', 0.26037163), ('Shoplifting', 0.25686854), ('Arrest', 0.24667585), ('RoadAccidents', 0.2252686), ('Shooting', 0.17506321), ('Normal_Videos_', 0.16344783)]
Normal_Videos028_x264: [('Burglary', 0.2405926), ('Robbery', 0.23141703), ('Explosion', 0.22127762), ('Arrest', 0.21241462), ('Shoplifting', 0.20572954), ('Stealing', 0.20522761), ('Abuse', 0.19025019), ('Vandalism', 0.18804944), ('Assault', 0.1630796), ('RoadAccidents', 0.16198008), ('Fighting', 0.15072504), ('Arson', 0.14461468), ('Normal_Videos_', 0.1332568), ('Shooting', 0.113096796)]
Normal_Videos029_x264: [('RoadAccidents', 0.40467173), ('Normal_Videos_', 0.25218418), ('Vandalism', 0.2061224), ('Explosion', 0.1817498), ('Robbery', 0.16729747), ('Shooting', 0.16256179), ('Stealing', 0.15730071), ('Arson', 0.14428951), ('Assault', 0.14331464), ('Arrest', 0.14290977), ('Burglary', 0.14233354), ('Shoplifting', 0.12881221), ('Abuse', 0.1207702), ('Fighting', 0.10222022)]
Normal_Videos030_x264: [('Fighting', 0.18037282), ('Shooting', 0.17711078), ('Stealing', 0.15521288), ('Explosion', 0.14748496), ('Normal_Videos_', 0.12996902), ('Arrest', 0.10670817), ('Burglary', 0.10036281), ('Abuse', 0.09367584), ('Vandalism', 0.092591144), ('Shoplifting', 0.08232478), ('Robbery', 0.080480546), ('Arson', 0.076025754), ('RoadAccidents', 0.07499049), ('Assault', 0.06127062)]
Normal_Videos031_x264: [('Shoplifting', 0.2597111), ('RoadAccidents', 0.24469736), ('Burglary', 0.22683355), ('Vandalism', 0.21135193), ('Explosion', 0.20562947), ('Robbery', 0.20462677), ('Stealing', 0.20084307), ('Arson', 0.1810042), ('Arrest', 0.16145675), ('Shooting', 0.15428549), ('Abuse', 0.14564076), ('Normal_Videos_', 0.1375306), ('Fighting', 0.13370311), ('Assault', 0.09583928)]
Normal_Videos032_x264: [('Shoplifting', 0.15078443), ('Normal_Videos_', 0.14079368), ('Explosion', 0.12950766), ('Burglary', 0.11722315), ('Assault', 0.10583139), ('Fighting', 0.103044964), ('Stealing', 0.095795274), ('Arrest', 0.09397609), ('Vandalism', 0.091766685), ('Abuse', 0.06933562), ('Arson', 0.064345784), ('Shooting', 0.06322126), ('RoadAccidents', 0.057033088), ('Robbery', 0.050460365)]
Normal_Videos035_x264: [('Abuse', 0.28941375), ('Robbery', 0.2555515), ('Stealing', 0.254329), ('Shoplifting', 0.25233063), ('Burglary', 0.25102082), ('Vandalism', 0.24045676), ('Arrest', 0.22386265), ('Explosion', 0.22108652), ('Fighting', 0.21489811), ('Assault', 0.20902635), ('Arson', 0.19532852), ('RoadAccidents', 0.17416984), ('Normal_Videos_', 0.14340451), ('Shooting', 0.14285687)]
Normal_Videos036_x264: [('RoadAccidents', 0.3604728), ('Stealing', 0.20586422), ('Normal_Videos_', 0.19155672), ('Robbery', 0.18997186), ('Explosion', 0.1779912), ('Arson', 0.168023), ('Burglary', 0.16733688), ('Arrest', 0.15264554), ('Shooting', 0.1484083), ('Shoplifting', 0.14418173), ('Vandalism', 0.12875651), ('Fighting', 0.12148917), ('Abuse', 0.09380492), ('Assault', 0.07772726)]
Normal_Videos037_x264: [('Burglary', 0.14843774), ('Shoplifting', 0.14814204), ('Normal_Videos_', 0.12964877), ('Vandalism', 0.12316875), ('Stealing', 0.11525487), ('Explosion', 0.11364841), ('RoadAccidents', 0.11169806), ('Arrest', 0.10838514), ('Shooting', 0.10684453), ('Assault', 0.09788972), ('Robbery', 0.089304976), ('Fighting', 0.07176928), ('Arson', 0.068209946), ('Abuse', 0.06345955)]
Normal_Videos038_x264: [('Robbery', 0.33487263), ('Shoplifting', 0.32291576), ('Burglary', 0.28050876), ('Stealing', 0.2768907), ('Vandalism', 0.2423929), ('RoadAccidents', 0.2226519), ('Arrest', 0.204184), ('Abuse', 0.18817396), ('Explosion', 0.18740985), ('Assault', 0.17622954), ('Arson', 0.15662357), ('Fighting', 0.1491207), ('Normal_Videos_', 0.13933334), ('Shooting', 0.12255156)]
Normal_Videos039_x264: [('Stealing', 0.21834858), ('Robbery', 0.21575935), ('Arrest', 0.21478423), ('Explosion', 0.2064853), ('Burglary', 0.20057), ('Fighting', 0.19605799), ('Abuse', 0.1909887), ('Vandalism', 0.17959306), ('Assault', 0.17681277), ('Shoplifting', 0.17181887), ('Shooting', 0.16898079), ('RoadAccidents', 0.16139972), ('Normal_Videos_', 0.15076202), ('Arson', 0.14653482)]
Normal_Videos040_x264: [('RoadAccidents', 0.29677027), ('Arrest', 0.20221487), ('Vandalism', 0.194603), ('Assault', 0.1754602), ('Robbery', 0.17525549), ('Arson', 0.165146), ('Burglary', 0.16355827), ('Stealing', 0.1624186), ('Explosion', 0.15803143), ('Fighting', 0.1434364), ('Abuse', 0.13653997), ('Shooting', 0.125393), ('Shoplifting', 0.119841024), ('Normal_Videos_', 0.11728201)]
Normal_Videos043_x264: [('Burglary', 0.22730282), ('Normal_Videos_', 0.18767482), ('Explosion', 0.18138766), ('Shoplifting', 0.1738101), ('Arrest', 0.17234561), ('Robbery', 0.1708102), ('Vandalism', 0.17044495), ('Stealing', 0.15514839), ('Abuse', 0.15333468), ('Assault', 0.12409051), ('Fighting', 0.109744), ('Arson', 0.107109785), ('Shooting', 0.10392648), ('RoadAccidents', 0.092900135)]
Normal_Videos044_x264: [('RoadAccidents', 0.43038547), ('Vandalism', 0.27188995), ('Shoplifting', 0.24736099), ('Arrest', 0.24719226), ('Abuse', 0.23949708), ('Explosion', 0.23801877), ('Robbery', 0.23343536), ('Stealing', 0.22734861), ('Burglary', 0.21179959), ('Assault', 0.20940432), ('Arson', 0.19606283), ('Fighting', 0.19220746), ('Normal_Videos_', 0.19140396), ('Shooting', 0.17850274)]
Normal_Videos045_x264: [('Burglary', 0.33211625), ('RoadAccidents', 0.3239592), ('Robbery', 0.30853721), ('Shoplifting', 0.28292996), ('Arrest', 0.27191705), ('Vandalism', 0.25736105), ('Stealing', 0.24330431), ('Explosion', 0.24289319), ('Arson', 0.24238536), ('Assault', 0.22714177), ('Shooting', 0.20320734), ('Abuse', 0.20128271), ('Normal_Videos_', 0.1907961), ('Fighting', 0.15100071)]
Normal_Videos046_x264: [('Shoplifting', 0.31185877), ('Robbery', 0.23471153), ('Burglary', 0.2304625), ('Stealing', 0.2243973), ('Explosion', 0.22088248), ('RoadAccidents', 0.21528223), ('Arrest', 0.20765409), ('Arson', 0.20061943), ('Vandalism', 0.19189164), ('Fighting', 0.15913926), ('Normal_Videos_', 0.15233028), ('Shooting', 0.14857294), ('Abuse', 0.14757326), ('Assault', 0.14294463)]
Normal_Videos047_x264: [('RoadAccidents', 0.24181472), ('Burglary', 0.22136264), ('Arrest', 0.2191914), ('Explosion', 0.21586083), ('Robbery', 0.21338251), ('Normal_Videos_', 0.2130333), ('Stealing', 0.20442986), ('Shoplifting', 0.1948202), ('Vandalism', 0.1922904), ('Abuse', 0.18269908), ('Arson', 0.17590249), ('Assault', 0.16372249), ('Fighting', 0.1415354), ('Shooting', 0.13908933)]
Normal_Videos049_x264: [('Burglary', 0.16905007), ('Explosion', 0.16209339), ('Robbery', 0.15841794), ('Normal_Videos_', 0.15671591), ('Arson', 0.15504682), ('Arrest', 0.14837086), ('Stealing', 0.1307846), ('Shoplifting', 0.12260097), ('Vandalism', 0.11779103), ('Assault', 0.11654163), ('RoadAccidents', 0.11421634), ('Fighting', 0.11287436), ('Abuse', 0.09645386), ('Shooting', 0.08547947)]
Normal_Videos052_x264: [('Robbery', 0.22911975), ('Burglary', 0.21853778), ('Shoplifting', 0.20616478), ('RoadAccidents', 0.16250595), ('Stealing', 0.15403315), ('Shooting', 0.15118392), ('Vandalism', 0.14610891), ('Normal_Videos_', 0.13229953), ('Arrest', 0.12241916), ('Explosion', 0.11641185), ('Assault', 0.10659209), ('Fighting', 0.09730216), ('Arson', 0.08414644), ('Abuse', 0.056852534)]
