RoadAccidents055: [('Road Accidents', 0.07695595175027847), ('Vandalism', 0.07571670413017273), ('Burglary', 0.07565369457006454), ('Explosion', 0.07453817874193192), ('Normal Videos', 0.07420826703310013), ('Shooting', 0.07357527315616608), ('Arson', 0.07259051501750946), ('Assault', 0.07252202928066254), ('Fighting', 0.07233685255050659), ('Arrest', 0.07230823487043381), ('Abuse', 0.07222224771976471), ('Robbery', 0.07170618325471878), ('Stealing', 0.07137943804264069), ('Shoplifting', 0.06861807405948639)]
Shoplifting003: [('Burglary', 0.07665123045444489), ('Explosion', 0.07600877434015274), ('Assault', 0.07544361799955368), ('Fighting', 0.07511963695287704), ('Abuse', 0.07475502789020538), ('Shooting', 0.07463831454515457), ('Stealing', 0.07447309046983719), ('Arrest', 0.07438744604587555), ('Road Accidents', 0.07421282678842545), ('Normal Videos', 0.07408437877893448), ('Vandalism', 0.07296311110258102), ('Arson', 0.07221902161836624), ('Robbery', 0.0717274472117424), ('Shoplifting', 0.06692902743816376)]
Shoplifting042: [('Shoplifting', 0.07850629091262817), ('Burglary', 0.07782696932554245), ('Vandalism', 0.07683020830154419), ('Assault', 0.07594513893127441), ('Abuse', 0.07582516968250275), ('Fighting', 0.07567616552114487), ('Robbery', 0.0754004493355751), ('Stealing', 0.0753333792090416), ('Shooting', 0.07529900223016739), ('Arrest', 0.07515779137611389), ('Explosion', 0.0750306025147438), ('Normal Videos', 0.07481691241264343), ('Road Accidents', 0.07470785081386566), ('Arson', 0.07406164705753326)]
Shoplifting039: [('Assault', 0.07639722526073456), ('Explosion', 0.07580626755952835), ('Fighting', 0.07570001482963562), ('Abuse', 0.07564599812030792), ('Shooting', 0.07543940097093582), ('Arrest', 0.07528454810380936), ('Vandalism', 0.07523427903652191), ('Burglary', 0.07514220476150513), ('Normal Videos', 0.07489853352308273), ('Stealing', 0.07451097667217255), ('Road Accidents', 0.07291138172149658), ('Robbery', 0.0722675696015358), ('Arson', 0.07035037875175476), ('Shoplifting', 0.07013780623674393)]
Shoplifting045: [('Explosion', 0.07578327506780624), ('Assault', 0.0755310207605362), ('Fighting', 0.07530972361564636), ('Abuse', 0.07514350116252899), ('Burglary', 0.07512663304805756), ('Shooting', 0.07478179037570953), ('Normal Videos', 0.07461477816104889), ('Arrest', 0.07455150783061981), ('Vandalism', 0.07427429407835007), ('Stealing', 0.07423627376556396), ('Road Accidents', 0.07415354996919632), ('Robbery', 0.07255597412586212), ('Shoplifting', 0.07117842137813568), ('Arson', 0.07084883749485016)]
Shoplifting016: [('Burglary', 0.07787798345088959), ('Vandalism', 0.07555408775806427), ('Explosion', 0.07520732283592224), ('Road Accidents', 0.07468346506357193), ('Normal Videos', 0.07380470633506775), ('Fighting', 0.07323534786701202), ('Assault', 0.07299047708511353), ('Abuse', 0.07288658618927002), ('Shooting', 0.072611004114151), ('Robbery', 0.07256777584552765), ('Stealing', 0.07238730043172836), ('Arson', 0.07213843613862991), ('Arrest', 0.07196812331676483), ('Shoplifting', 0.0705140233039856)]
Shoplifting038: [('Burglary', 0.07875540852546692), ('Vandalism', 0.07622107118368149), ('Road Accidents', 0.07494457811117172), ('Explosion', 0.07475359737873077), ('Normal Videos', 0.07436151057481766), ('Shoplifting', 0.07406783103942871), ('Robbery', 0.07366786152124405), ('Arson', 0.07365904003381729), ('Fighting', 0.07345082610845566), ('Shooting', 0.07308346033096313), ('Abuse', 0.07301618158817291), ('Stealing', 0.0730028748512268), ('Assault', 0.07278517633676529), ('Arrest', 0.07234985381364822)]
Shoplifting019: [('Road Accidents', 0.07541398704051971), ('Explosion', 0.0752566009759903), ('Fighting', 0.07449310272932053), ('Abuse', 0.07422614842653275), ('Assault', 0.07417479157447815), ('Normal Videos', 0.07410289347171783), ('Shooting', 0.0737876445055008), ('Burglary', 0.07358550280332565), ('Arrest', 0.07355400919914246), ('Vandalism', 0.07324786484241486), ('Stealing', 0.07314760237932205), ('Arson', 0.07163149118423462), ('Robbery', 0.07086198776960373), ('Shoplifting', 0.06687554717063904)]
Shoplifting012: [('Burglary', 0.08102426677942276), ('Vandalism', 0.07959236949682236), ('Road Accidents', 0.07856018096208572), ('Assault', 0.07639767974615097), ('Explosion', 0.0759245827794075), ('Fighting', 0.07588566094636917), ('Abuse', 0.07555705308914185), ('Shooting', 0.07552475482225418), ('Arrest', 0.07519017904996872), ('Arson', 0.07518523931503296), ('Normal Videos', 0.0748671218752861), ('Stealing', 0.07459093630313873), ('Shoplifting', 0.07434580475091934), ('Robbery', 0.07267940044403076)]
Shoplifting033: [('Vandalism', 0.07562968134880066), ('Shoplifting', 0.07539588958024979), ('Burglary', 0.07483424991369247), ('Explosion', 0.07478003948926926), ('Road Accidents', 0.0740971490740776), ('Robbery', 0.07378916442394257), ('Normal Videos', 0.07341056317090988), ('Abuse', 0.0733056366443634), ('Fighting', 0.0731104239821434), ('Assault', 0.07291559875011444), ('Stealing', 0.07286535948514938), ('Shooting', 0.07275310903787613), ('Arrest', 0.07220027595758438), ('Arson', 0.07184680551290512)]
Shoplifting018: [('Burglary', 0.0777142345905304), ('Vandalism', 0.0760929062962532), ('Road Accidents', 0.07531063258647919), ('Normal Videos', 0.07451128214597702), ('Explosion', 0.07450199872255325), ('Robbery', 0.07292147725820541), ('Arson', 0.0719752237200737), ('Shooting', 0.07170996069908142), ('Fighting', 0.07153206318616867), ('Stealing', 0.0714707225561142), ('Shoplifting', 0.0713963583111763), ('Abuse', 0.0712137371301651), ('Assault', 0.07112349569797516), ('Arrest', 0.07058627903461456)]
Shoplifting027: [('Vandalism', 0.07718243449926376), ('Burglary', 0.07682685554027557), ('Road Accidents', 0.07582821696996689), ('Assault', 0.0757417380809784), ('Arson', 0.07573176175355911), ('Fighting', 0.07557035982608795), ('Shooting', 0.07556241005659103), ('Explosion', 0.07544568181037903), ('Stealing', 0.07532632350921631), ('Arrest', 0.07509496062994003), ('Normal Videos', 0.0750027447938919), ('Abuse', 0.07494952529668808), ('Robbery', 0.07305420935153961), ('Shoplifting', 0.07294303178787231)]
Shoplifting029: [('Explosion', 0.07533653825521469), ('Road Accidents', 0.07518073171377182), ('Shooting', 0.07479025423526764), ('Normal Videos', 0.07474199682474136), ('Abuse', 0.07466250658035278), ('Assault', 0.07461771368980408), ('Burglary', 0.07455136626958847), ('Arrest', 0.07443065941333771), ('Robbery', 0.07417710870504379), ('Fighting', 0.07367243617773056), ('Vandalism', 0.0736585259437561), ('Shoplifting', 0.07350604236125946), ('Stealing', 0.07306507229804993), ('Arson', 0.07228269428014755)]
Shoplifting013: [('Vandalism', 0.07901589572429657), ('Burglary', 0.07808152586221695), ('Shoplifting', 0.07646126300096512), ('Arson', 0.07597305625677109), ('Road Accidents', 0.07593299448490143), ('Explosion', 0.0745990127325058), ('Normal Videos', 0.0744762048125267), ('Robbery', 0.07258284837007523), ('Shooting', 0.07241455465555191), ('Fighting', 0.07233016192913055), ('Abuse', 0.07212387770414352), ('Assault', 0.0718294158577919), ('Stealing', 0.07130148261785507), ('Arrest', 0.07126019895076752)]
Shoplifting009: [('Burglary', 0.07926751673221588), ('Vandalism', 0.07857922464609146), ('Road Accidents', 0.07763615995645523), ('Assault', 0.07532001286745071), ('Fighting', 0.07530972361564636), ('Abuse', 0.07514350116252899), ('Explosion', 0.07509481906890869), ('Shooting', 0.07459540665149689), ('Arrest', 0.07455150783061981), ('Robbery', 0.07440376281738281), ('Normal Videos', 0.07430057972669601), ('Stealing', 0.07423627376556396), ('Arson', 0.07243036478757858), ('Shoplifting', 0.07214955240488052)]
Shoplifting028: [('Burglary', 0.0776960700750351), ('Explosion', 0.07533653825521469), ('Vandalism', 0.0751979649066925), ('Shooting', 0.07479025423526764), ('Abuse', 0.07466250658035278), ('Normal Videos', 0.07464364171028137), ('Assault', 0.07461771368980408), ('Road Accidents', 0.07451365143060684), ('Arrest', 0.07443065941333771), ('Fighting', 0.07368703186511993), ('Stealing', 0.07357959449291229), ('Robbery', 0.07275675982236862), ('Arson', 0.07254096120595932), ('Shoplifting', 0.07063176482915878)]
Shoplifting040: [('Vandalism', 0.07929838448762894), ('Shoplifting', 0.07908479869365692), ('Burglary', 0.07868663221597672), ('Robbery', 0.07522166520357132), ('Road Accidents', 0.07497816532850266), ('Explosion', 0.07478003948926926), ('Normal Videos', 0.07442989200353622), ('Abuse', 0.0733056366443634), ('Fighting', 0.0731104239821434), ('Assault', 0.07291559875011444), ('Arson', 0.07286655902862549), ('Stealing', 0.07286535948514938), ('Shooting', 0.07275310903787613), ('Arrest', 0.07220027595758438)]
Shoplifting025: [('Burglary', 0.07808028161525726), ('Vandalism', 0.07648078352212906), ('Assault', 0.07540525496006012), ('Abuse', 0.07521017640829086), ('Fighting', 0.0751294419169426), ('Explosion', 0.07498490810394287), ('Shooting', 0.0748203918337822), ('Stealing', 0.07477197796106339), ('Road Accidents', 0.07466935366392136), ('Arrest', 0.07460421323776245), ('Normal Videos', 0.0740915834903717), ('Robbery', 0.07335815578699112), ('Arson', 0.07286655902862549), ('Shoplifting', 0.07195554673671722)]
Shoplifting007: [('Shoplifting', 0.07617095857858658), ('Burglary', 0.07577815651893616), ('Robbery', 0.07531747221946716), ('Fighting', 0.0752527117729187), ('Vandalism', 0.07507175207138062), ('Explosion', 0.07504390925168991), ('Assault', 0.07502971589565277), ('Abuse', 0.07498829066753387), ('Shooting', 0.07446620613336563), ('Stealing', 0.07444672286510468), ('Arrest', 0.07434098422527313), ('Normal Videos', 0.07403180748224258), ('Road Accidents', 0.07392784208059311), ('Arson', 0.07248867303133011)]
Shoplifting024: [('Burglary', 0.07632973045110703), ('Explosion', 0.07537255436182022), ('Assault', 0.07526905834674835), ('Abuse', 0.07504282891750336), ('Fighting', 0.07500048726797104), ('Shooting', 0.07453226298093796), ('Stealing', 0.07449978590011597), ('Arrest', 0.0744900032877922), ('Normal Videos', 0.07375331968069077), ('Road Accidents', 0.07364459335803986), ('Robbery', 0.07304433733224869), ('Vandalism', 0.07272361218929291), ('Arson', 0.07208304852247238), ('Shoplifting', 0.06948115676641464)]
Shoplifting043: [('Shoplifting', 0.07714474946260452), ('Vandalism', 0.07703571021556854), ('Burglary', 0.07563291490077972), ('Robbery', 0.07535026222467422), ('Fighting', 0.07510773092508316), ('Normal Videos', 0.07508420944213867), ('Abuse', 0.07498829066753387), ('Assault', 0.07497859746217728), ('Road Accidents', 0.07483912259340286), ('Explosion', 0.07476236671209335), ('Stealing', 0.07444498687982559), ('Shooting', 0.07440207898616791), ('Arrest', 0.07426855713129044), ('Arson', 0.0718206837773323)]
Shoplifting053: [('Vandalism', 0.0768655464053154), ('Burglary', 0.07546282559633255), ('Explosion', 0.07518713176250458), ('Normal Videos', 0.07458268105983734), ('Road Accidents', 0.07452822476625443), ('Shoplifting', 0.07448318600654602), ('Stealing', 0.07351880520582199), ('Fighting', 0.07317958027124405), ('Abuse', 0.0730292797088623), ('Shooting', 0.07287583500146866), ('Robbery', 0.07244165986776352), ('Assault', 0.07222284376621246), ('Arson', 0.07218088954687119), ('Arrest', 0.07177020609378815)]
Shoplifting014: [('Burglary', 0.0779048278927803), ('Vandalism', 0.07691555470228195), ('Shoplifting', 0.07635801285505295), ('Road Accidents', 0.07617814838886261), ('Explosion', 0.07531038671731949), ('Normal Videos', 0.07508420944213867), ('Assault', 0.07473640143871307), ('Shooting', 0.07467053085565567), ('Fighting', 0.07461719214916229), ('Abuse', 0.07461714744567871), ('Robbery', 0.07438799738883972), ('Arrest', 0.07425267994403839), ('Stealing', 0.07418622821569443), ('Arson', 0.07295115292072296)]
Shoplifting034: [('Burglary', 0.07673364132642746), ('Vandalism', 0.07581405341625214), ('Normal Videos', 0.07533574104309082), ('Explosion', 0.07488583028316498), ('Road Accidents', 0.07477028667926788), ('Shoplifting', 0.07422000169754028), ('Arson', 0.07352627068758011), ('Robbery', 0.07348736375570297), ('Fighting', 0.07345607131719589), ('Stealing', 0.07341088354587555), ('Abuse', 0.07318001985549927), ('Shooting', 0.07314402610063553), ('Assault', 0.07278938591480255), ('Arrest', 0.07237628847360611)]
Shoplifting015: [('Burglary', 0.07673364132642746), ('Explosion', 0.07488583028316498), ('Normal Videos', 0.07412301003932953), ('Road Accidents', 0.07361599057912827), ('Arson', 0.07352627068758011), ('Vandalism', 0.07350146025419235), ('Robbery', 0.07348736375570297), ('Fighting', 0.07316139340400696), ('Stealing', 0.07289698719978333), ('Abuse', 0.07277192920446396), ('Assault', 0.07274290174245834), ('Shooting', 0.07257772237062454), ('Arrest', 0.07196880131959915), ('Shoplifting', 0.07008124142885208)]
Shoplifting044: [('Burglary', 0.07925347983837128), ('Vandalism', 0.07765676081180573), ('Road Accidents', 0.0771574005484581), ('Explosion', 0.07519763708114624), ('Assault', 0.0750664547085762), ('Abuse', 0.0750490128993988), ('Fighting', 0.07504615187644958), ('Shooting', 0.07496458292007446), ('Stealing', 0.07472947984933853), ('Arrest', 0.07430972158908844), ('Normal Videos', 0.07418332993984222), ('Arson', 0.07360564172267914), ('Robbery', 0.07353286445140839), ('Shoplifting', 0.07180455327033997)]
Fighting023: [('Burglary', 0.07640215009450912), ('Vandalism', 0.07523427903652191), ('Explosion', 0.07445444911718369), ('Normal Videos', 0.07428934425115585), ('Road Accidents', 0.07428444921970367), ('Shooting', 0.07337451726198196), ('Assault', 0.0728851854801178), ('Abuse', 0.07287802547216415), ('Fighting', 0.07269487529993057), ('Robbery', 0.07203564792871475), ('Arrest', 0.07196307927370071), ('Stealing', 0.0719182938337326), ('Arson', 0.07122611254453659), ('Shoplifting', 0.07061602175235748)]
Fighting032: [('Burglary', 0.07706956565380096), ('Road Accidents', 0.07610150426626205), ('Explosion', 0.07567659020423889), ('Assault', 0.07532890886068344), ('Vandalism', 0.0751349925994873), ('Fighting', 0.07500890642404556), ('Abuse', 0.07467319816350937), ('Shooting', 0.07463035732507706), ('Arrest', 0.07425433397293091), ('Stealing', 0.07360845059156418), ('Normal Videos', 0.07351415604352951), ('Robbery', 0.0727367028594017), ('Arson', 0.07244885712862015), ('Shoplifting', 0.0712975412607193)]
Fighting015: [('Burglary', 0.07884996384382248), ('Road Accidents', 0.07573646306991577), ('Explosion', 0.07565406709909439), ('Vandalism', 0.0747903510928154), ('Normal Videos', 0.07471714168787003), ('Assault', 0.07441077381372452), ('Robbery', 0.07415420562028885), ('Fighting', 0.07393594831228256), ('Shoplifting', 0.07387907803058624), ('Abuse', 0.07386019080877304), ('Shooting', 0.07385233789682388), ('Stealing', 0.07380597293376923), ('Arson', 0.07364163547754288), ('Arrest', 0.07349187135696411)]
Fighting012: [('Burglary', 0.07575924694538116), ('Vandalism', 0.07554588466882706), ('Explosion', 0.07519759237766266), ('Normal Videos', 0.07425045222043991), ('Road Accidents', 0.07421131432056427), ('Fighting', 0.07342711091041565), ('Robbery', 0.07324616611003876), ('Shooting', 0.07299976050853729), ('Abuse', 0.07283242046833038), ('Stealing', 0.07283125072717667), ('Arrest', 0.07260184735059738), ('Assault', 0.07241467386484146), ('Arson', 0.07203153520822525), ('Shoplifting', 0.07029267400503159)]
Fighting031: [('Burglary', 0.07873375713825226), ('Vandalism', 0.07636737823486328), ('Road Accidents', 0.07553629577159882), ('Explosion', 0.07518613338470459), ('Normal Videos', 0.07361384481191635), ('Robbery', 0.07314527034759521), ('Fighting', 0.07290244847536087), ('Shooting', 0.07241754233837128), ('Shoplifting', 0.07241450250148773), ('Abuse', 0.07240688055753708), ('Stealing', 0.07189805805683136), ('Assault', 0.07183507084846497), ('Arson', 0.07177048176527023), ('Arrest', 0.07147110998630524)]
Fighting016: [('Burglary', 0.07693728804588318), ('Explosion', 0.07565406709909439), ('Road Accidents', 0.0753248929977417), ('Fighting', 0.07442479580640793), ('Vandalism', 0.07440891116857529), ('Robbery', 0.07430731505155563), ('Shooting', 0.07415763288736343), ('Assault', 0.07399307936429977), ('Abuse', 0.07394616305828094), ('Normal Videos', 0.07388956099748611), ('Stealing', 0.07362493872642517), ('Shoplifting', 0.07358194142580032), ('Arrest', 0.07326172292232513), ('Arson', 0.0722818523645401)]
Fighting011: [('Burglary', 0.07954848557710648), ('Vandalism', 0.07715639472007751), ('Shoplifting', 0.07603712379932404), ('Road Accidents', 0.07515768706798553), ('Explosion', 0.07466426491737366), ('Robbery', 0.07425236701965332), ('Arson', 0.07397311180830002), ('Shooting', 0.07364756613969803), ('Assault', 0.07349028438329697), ('Fighting', 0.07334157824516296), ('Arrest', 0.07322194427251816), ('Normal Videos', 0.07322027534246445), ('Abuse', 0.0729808583855629), ('Stealing', 0.07209696620702744)]
Fighting046: [('Vandalism', 0.077104352414608), ('Assault', 0.0766235813498497), ('Shooting', 0.07595771551132202), ('Fighting', 0.07588174194097519), ('Abuse', 0.07577215880155563), ('Explosion', 0.07564383000135422), ('Arrest', 0.07563173770904541), ('Burglary', 0.07518218457698822), ('Stealing', 0.07472949475049973), ('Road Accidents', 0.07453054934740067), ('Normal Videos', 0.07437737286090851), ('Robbery', 0.07277777045965195), ('Arson', 0.07219278812408447), ('Shoplifting', 0.07214531302452087)]
Fighting048: [('Vandalism', 0.07722792029380798), ('Burglary', 0.07689689844846725), ('Shoplifting', 0.07583856582641602), ('Road Accidents', 0.07579848170280457), ('Explosion', 0.07545087486505508), ('Robbery', 0.0748089849948883), ('Assault', 0.07456321269273758), ('Shooting', 0.07453082501888275), ('Normal Videos', 0.07373343408107758), ('Arrest', 0.0736028328537941), ('Abuse', 0.07355108857154846), ('Fighting', 0.07323611527681351), ('Stealing', 0.07303513586521149), ('Arson', 0.07186807692050934)]
Fighting014: [('Vandalism', 0.0799698606133461), ('Burglary', 0.07964524626731873), ('Road Accidents', 0.07691747695207596), ('Assault', 0.07601969689130783), ('Shooting', 0.07563135027885437), ('Explosion', 0.07546139508485794), ('Fighting', 0.07543718814849854), ('Abuse', 0.07515660673379898), ('Arrest', 0.07492845505475998), ('Stealing', 0.07470807433128357), ('Normal Videos', 0.07425301522016525), ('Robbery', 0.07277777045965195), ('Arson', 0.0727432519197464), ('Shoplifting', 0.07111433148384094)]
Fighting033: [('Explosion', 0.07551735639572144), ('Fighting', 0.0754413977265358), ('Assault', 0.0750267505645752), ('Shooting', 0.07466960698366165), ('Abuse', 0.07462932169437408), ('Stealing', 0.0742538645863533), ('Arrest', 0.07414793968200684), ('Normal Videos', 0.07393574714660645), ('Road Accidents', 0.07355762273073196), ('Burglary', 0.07262546569108963), ('Vandalism', 0.07225624471902847), ('Robbery', 0.07203442603349686), ('Arson', 0.07191945612430573), ('Shoplifting', 0.06776318699121475)]
Fighting017: [('Vandalism', 0.07801246643066406), ('Burglary', 0.07681683450937271), ('Explosion', 0.0753520280122757), ('Road Accidents', 0.07508432865142822), ('Shoplifting', 0.0745525062084198), ('Normal Videos', 0.07382224500179291), ('Robbery', 0.07331576943397522), ('Fighting', 0.07326424866914749), ('Shooting', 0.07320981472730637), ('Assault', 0.0729619488120079), ('Abuse', 0.07295578718185425), ('Stealing', 0.072472482919693), ('Arrest', 0.07224440574645996), ('Arson', 0.07121382653713226)]
Fighting040: [('Burglary', 0.07700931280851364), ('Road Accidents', 0.07560089975595474), ('Explosion', 0.07528384774923325), ('Vandalism', 0.07516872137784958), ('Assault', 0.07485581189393997), ('Abuse', 0.07470664381980896), ('Shooting', 0.07451474666595459), ('Fighting', 0.07449519634246826), ('Normal Videos', 0.07420826703310013), ('Stealing', 0.07403647899627686), ('Arrest', 0.073996901512146), ('Arson', 0.07236984372138977), ('Robbery', 0.07208849489688873), ('Shoplifting', 0.06851839274168015)]
Fighting004: [('Vandalism', 0.07834915816783905), ('Shoplifting', 0.078327476978302), ('Burglary', 0.07775946706533432), ('Robbery', 0.07538259774446487), ('Road Accidents', 0.07450733333826065), ('Explosion', 0.07439779490232468), ('Normal Videos', 0.0736735537648201), ('Arson', 0.07323252409696579), ('Fighting', 0.07313624769449234), ('Abuse', 0.07299637049436569), ('Shooting', 0.07269718497991562), ('Assault', 0.07235060632228851), ('Stealing', 0.07211697846651077), ('Arrest', 0.07192321866750717)]
Fighting034: [('Road Accidents', 0.0757080614566803), ('Burglary', 0.07532263547182083), ('Explosion', 0.07514386624097824), ('Vandalism', 0.07495158165693283), ('Normal Videos', 0.07350873947143555), ('Shooting', 0.07329137623310089), ('Fighting', 0.07260415703058243), ('Assault', 0.07251182198524475), ('Arrest', 0.07230203598737717), ('Abuse', 0.07227904349565506), ('Arson', 0.07197920233011246), ('Robbery', 0.07191093266010284), ('Stealing', 0.07185259461402893), ('Shoplifting', 0.06958155333995819)]
Fighting022: [('Explosion', 0.07650283724069595), ('Road Accidents', 0.07520393282175064), ('Fighting', 0.07475616782903671), ('Assault', 0.07444063574075699), ('Abuse', 0.07420273870229721), ('Shooting', 0.07412660121917725), ('Burglary', 0.07388418167829514), ('Arrest', 0.07380860298871994), ('Vandalism', 0.07373297214508057), ('Stealing', 0.07335750013589859), ('Normal Videos', 0.07329060882329941), ('Robbery', 0.07134753465652466), ('Arson', 0.0707969069480896), ('Shoplifting', 0.06865545362234116)]
Fighting043: [('Burglary', 0.07573461532592773), ('Vandalism', 0.07542777806520462), ('Explosion', 0.07533898949623108), ('Normal Videos', 0.0745619460940361), ('Fighting', 0.0742635428905487), ('Shooting', 0.0742429718375206), ('Assault', 0.07418511062860489), ('Abuse', 0.07393917441368103), ('Road Accidents', 0.07372727990150452), ('Stealing', 0.07358994334936142), ('Arrest', 0.07341927289962769), ('Robbery', 0.07284653931856155), ('Shoplifting', 0.07264816015958786), ('Arson', 0.0716041773557663)]
Fighting049: [('Shoplifting', 0.07931020855903625), ('Vandalism', 0.07755949348211288), ('Explosion', 0.0758870542049408), ('Burglary', 0.07572746276855469), ('Robbery', 0.075635626912117), ('Assault', 0.07532617449760437), ('Fighting', 0.07518798112869263), ('Road Accidents', 0.07492941617965698), ('Abuse', 0.07488023489713669), ('Shooting', 0.07480215281248093), ('Arrest', 0.07460252940654755), ('Stealing', 0.07391288131475449), ('Normal Videos', 0.07371935248374939), ('Arson', 0.07174594700336456)]
Fighting025: [('Vandalism', 0.07661046832799911), ('Burglary', 0.07659807801246643), ('Road Accidents', 0.07489906996488571), ('Explosion', 0.07471617311239243), ('Normal Videos', 0.07458469271659851), ('Shooting', 0.07291838526725769), ('Fighting', 0.07290305197238922), ('Arrest', 0.0728643387556076), ('Assault', 0.07251301407814026), ('Abuse', 0.07235953211784363), ('Robbery', 0.0715625062584877), ('Stealing', 0.07151389867067337), ('Arson', 0.07148149609565735), ('Shoplifting', 0.07004456967115402)]
Fighting020: [('Vandalism', 0.07581178098917007), ('Explosion', 0.07448753714561462), ('Road Accidents', 0.07388123124837875), ('Normal Videos', 0.07386288046836853), ('Burglary', 0.07375621050596237), ('Fighting', 0.07357393205165863), ('Shoplifting', 0.07347390800714493), ('Stealing', 0.07343488186597824), ('Shooting', 0.07315215468406677), ('Robbery', 0.07314939796924591), ('Assault', 0.07292629778385162), ('Abuse', 0.07291901111602783), ('Arrest', 0.07177978754043579), ('Arson', 0.07131587713956833)]
Fighting019: [('Burglary', 0.07775946706533432), ('Vandalism', 0.07751505076885223), ('Road Accidents', 0.07630598545074463), ('Abuse', 0.0758519098162651), ('Assault', 0.07537762075662613), ('Shooting', 0.07520352303981781), ('Explosion', 0.07517111301422119), ('Fighting', 0.07509937137365341), ('Normal Videos', 0.07473661005496979), ('Stealing', 0.07464010268449783), ('Arrest', 0.07455253601074219), ('Robbery', 0.07389923185110092), ('Shoplifting', 0.07350783795118332), ('Arson', 0.0731343924999237)]
Fighting010: [('Vandalism', 0.0765562504529953), ('Road Accidents', 0.07616423815488815), ('Burglary', 0.07613829523324966), ('Explosion', 0.07558847963809967), ('Normal Videos', 0.07543177157640457), ('Fighting', 0.07436934858560562), ('Robbery', 0.07388365268707275), ('Stealing', 0.0738825723528862), ('Assault', 0.07370749861001968), ('Abuse', 0.07363861799240112), ('Shooting', 0.07346335798501968), ('Arrest', 0.07284622639417648), ('Shoplifting', 0.07180190831422806), ('Arson', 0.07079939544200897)]
Fighting038: [('Burglary', 0.07558848708868027), ('Explosion', 0.07476797699928284), ('Fighting', 0.07452582567930222), ('Shooting', 0.07443775981664658), ('Assault', 0.07410624623298645), ('Normal Videos', 0.07400719821453094), ('Abuse', 0.07393495738506317), ('Arrest', 0.07383517920970917), ('Stealing', 0.07371368259191513), ('Road Accidents', 0.07369986176490784), ('Robbery', 0.07213886082172394), ('Vandalism', 0.07212306559085846), ('Arson', 0.07165753096342087), ('Shoplifting', 0.06651245802640915)]
Fighting007: [('Vandalism', 0.07808617502450943), ('Burglary', 0.0770919993519783), ('Explosion', 0.0754917785525322), ('Fighting', 0.07528147101402283), ('Road Accidents', 0.07496079057455063), ('Normal Videos', 0.07474430650472641), ('Assault', 0.07461393624544144), ('Shooting', 0.07448530942201614), ('Abuse', 0.07413516193628311), ('Arrest', 0.07404805719852448), ('Stealing', 0.07382554560899734), ('Robbery', 0.0730024129152298), ('Arson', 0.07213569432497025), ('Shoplifting', 0.07105644047260284)]
Fighting029: [('Shoplifting', 0.08056523650884628), ('Burglary', 0.07879822701215744), ('Robbery', 0.07657304406166077), ('Vandalism', 0.07617507874965668), ('Explosion', 0.07565406709909439), ('Road Accidents', 0.07549251616001129), ('Normal Videos', 0.07493980973958969), ('Fighting', 0.07411714643239975), ('Assault', 0.07399307936429977), ('Stealing', 0.07380597293376923), ('Shooting', 0.07369380444288254), ('Abuse', 0.07333861291408539), ('Arson', 0.07332520931959152), ('Arrest', 0.07326172292232513)]
Fighting039: [('Burglary', 0.0786111131310463), ('Vandalism', 0.07657024264335632), ('Explosion', 0.07563231885433197), ('Road Accidents', 0.07528199255466461), ('Normal Videos', 0.07488732784986496), ('Fighting', 0.07436934858560562), ('Assault', 0.07388422638177872), ('Stealing', 0.0738825723528862), ('Abuse', 0.07359064370393753), ('Shooting', 0.07334824651479721), ('Arrest', 0.07290908694267273), ('Robbery', 0.07280261814594269), ('Arson', 0.07262296974658966), ('Shoplifting', 0.0723796933889389)]
Fighting008: [('Burglary', 0.07812011241912842), ('Vandalism', 0.07793250679969788), ('Road Accidents', 0.07757239788770676), ('Explosion', 0.07616479694843292), ('Assault', 0.07601511478424072), ('Fighting', 0.07573484629392624), ('Arrest', 0.07549630850553513), ('Shooting', 0.07544876635074615), ('Abuse', 0.07515010237693787), ('Stealing', 0.07490939646959305), ('Normal Videos', 0.07449299842119217), ('Robbery', 0.07371649891138077), ('Shoplifting', 0.0732661634683609), ('Arson', 0.072849802672863)]
Fighting042: [('Vandalism', 0.07599741220474243), ('Burglary', 0.07592738419771194), ('Explosion', 0.0752592384815216), ('Road Accidents', 0.07486134767532349), ('Normal Videos', 0.07402373850345612), ('Shooting', 0.07331988215446472), ('Assault', 0.07322432100772858), ('Robbery', 0.07313188910484314), ('Arson', 0.07304977625608444), ('Fighting', 0.07303042709827423), ('Arrest', 0.07287376374006271), ('Abuse', 0.07261445373296738), ('Stealing', 0.07240669429302216), ('Shoplifting', 0.07057968527078629)]
Fighting047: [('Burglary', 0.0765654519200325), ('Road Accidents', 0.07512567937374115), ('Explosion', 0.0749935507774353), ('Vandalism', 0.07480094581842422), ('Fighting', 0.07450123876333237), ('Robbery', 0.07438285648822784), ('Stealing', 0.07416791468858719), ('Abuse', 0.07415269315242767), ('Assault', 0.07413165271282196), ('Shooting', 0.07390576601028442), ('Normal Videos', 0.0737636610865593), ('Arrest', 0.07354636490345001), ('Shoplifting', 0.07343597710132599), ('Arson', 0.07247255742549896)]
