RoadAccidents055_x264: [('Accident, accident ', 0.32139182), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.3197269), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.29305834), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.26482812), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.257609), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.2534225), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.21510439), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.21475267), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.21243846), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.20599487), ('Assault,attack, physical attack, aggression,violence, strike', 0.20560116), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.20433208), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.19698219), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.19336402)]
Explosion016_x264: [('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.2831881), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.25608483), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.21148098), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.19142804), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.19012141), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.17248282), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.13857377), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.1334893), ('Assault,attack, physical attack, aggression,violence, strike', 0.13099435), ('Accident, accident ', 0.12885152), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.12875141), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.10810464), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.08316727), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.059814032)]
Vandalism042_x264: [('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.36012608), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.3571813), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.3527736), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.35018983), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.32132784), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.29597867), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.24263309), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.24038187), ('Accident, accident ', 0.22998191), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.19357695), ('Assault,attack, physical attack, aggression,violence, strike', 0.19092795), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.150753), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.14259937), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.13438168)]
Vandalism033_x264: [('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.36175877), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.3516476), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.32763702), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.3267774), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.32080775), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.289553), ('Assault,attack, physical attack, aggression,violence, strike', 0.27926815), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.2650913), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.257873), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.25539905), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.2551442), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.22766188), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.21116474), ('Accident, accident ', 0.2072897)]
Vandalism002_x264: [('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.35424128), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.31359145), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.30895746), ('Accident, accident ', 0.30059087), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.2995498), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.29952687), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.26636624), ('Assault,attack, physical attack, aggression,violence, strike', 0.25543886), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.25395337), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.2142379), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.20822151), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.19778141), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.18964615), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.17626971)]
Vandalism034_x264: [('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.31136405), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.3111687), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.2996949), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.2972862), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.29600042), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.27193996), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.26973948), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.26597783), ('Assault,attack, physical attack, aggression,violence, strike', 0.2628246), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.2466602), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.21994044), ('Accident, accident ', 0.20350948), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.19449517), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.179706)]
Vandalism010_x264: [('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.38795596), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.3641274), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.3574432), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.32540601), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.315086), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.31108963), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.31021833), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.30048782), ('Assault,attack, physical attack, aggression,violence, strike', 0.2902838), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.27864963), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.27536836), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.27004188), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.24237694), ('Accident, accident ', 0.20848565)]
Vandalism050_x264: [('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.3416263), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.33452368), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.33276385), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.31565708), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.29769838), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.29526648), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.28124598), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.26775375), ('Accident, accident ', 0.2616487), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.2442834), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.2415275), ('Assault,attack, physical attack, aggression,violence, strike', 0.23074421), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.21794884), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.1808779)]
Vandalism015_x264: [('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.40749884), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.39511612), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.3889585), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.3695563), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.3239932), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.31987727), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.31014338), ('Assault,attack, physical attack, aggression,violence, strike', 0.22689357), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.21050063), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.18957731), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.17814213), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.17277539), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.16521016), ('Accident, accident ', 0.15461183)]
Vandalism022_x264: [('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.40612024), ('Accident, accident ', 0.18874736), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.18751329), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.14405642), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.1387542), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.13824466), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.1324322), ('Assault,attack, physical attack, aggression,violence, strike', 0.13069507), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.13054708), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.12943326), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.12333612), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.12203261), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.12140365), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.11384748)]
Vandalism024_x264: [('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.32493713), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.31792435), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.31500754), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.3025777), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.29756415), ('Accident, accident ', 0.28822893), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.28487435), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.26876593), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.23159006), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.21580681), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.19676456), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.18270135), ('Assault,attack, physical attack, aggression,violence, strike', 0.17989069), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.16446617)]
Vandalism035_x264: [('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.39219514), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.38787416), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.3681699), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.33585176), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.32431388), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.32039052), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.29720455), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.27427304), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.27349672), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.2508474), ('Assault,attack, physical attack, aggression,violence, strike', 0.22833148), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.21585795), ('Accident, accident ', 0.21137866), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.1995197)]
Vandalism040_x264: [('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.28561196), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.28358626), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.28211212), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.28136265), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.27361625), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.2652396), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.26177236), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.22971681), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.2091626), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.20651156), ('Assault,attack, physical attack, aggression,violence, strike', 0.19888501), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.1940203), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.18990667), ('Accident, accident ', 0.18913767)]
Vandalism020_x264: [('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.34050834), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.28948), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.2679126), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.24915029), ('Assault,attack, physical attack, aggression,violence, strike', 0.23431765), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.20315483), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.19522445), ('Accident, accident ', 0.19428447), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.1806319), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.16469315), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.14836249), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.12975028), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.11089493), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.09040667)]
Vandalism041_x264: [('Accident, accident ', 0.27153715), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.26443538), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.2595845), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.24934028), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.23866703), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.23161298), ('Assault,attack, physical attack, aggression,violence, strike', 0.2177147), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.18878683), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.1816506), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.17917396), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.17714676), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.16150627), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.15984079), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.10447191)]
Vandalism023_x264: [('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.2873956), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.27592587), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.25273943), ('Accident, accident ', 0.25247243), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.24519253), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.23998258), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.23872927), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.22118388), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.20920345), ('Assault,attack, physical attack, aggression,violence, strike', 0.19639663), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.15363143), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.13188797), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.112500235), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.087629095)]
Vandalism047_x264: [('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.32135147), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.2984124), ('Accident, accident ', 0.2820657), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.27233177), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.27194792), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.25260973), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.24676986), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.22337177), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.21396542), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.1855877), ('Assault,attack, physical attack, aggression,violence, strike', 0.17688976), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.16853602), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.15779868), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.15541852)]
Vandalism030_x264: [('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.28937778), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.26183403), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.25636226), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.2551297), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.24752314), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.23689824), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.23412943), ('Assault,attack, physical attack, aggression,violence, strike', 0.22744128), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.2122081), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.20863986), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.20266902), ('Accident, accident ', 0.19602576), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.1955007), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.18295756)]
