RoadAccidents055_x264: [('Road Accidents', 0.07655795), ('Vandalism', 0.07618109), ('Burglary', 0.07535075), ('Normal Videos', 0.07352999), ('Arson', 0.072182134), ('Explosion', 0.071565166), ('Robbery', 0.07052415), ('Shooting', 0.07033746), ('Abuse', 0.069441), ('Fighting', 0.069360316), ('Shoplifting', 0.0691673), ('Assault', 0.06883312), ('Arrest', 0.0687745), ('Stealing', 0.06819511)]
Robbery055_x264: [('Shoplifting', 0.07607521), ('Burglary', 0.07462581), ('Arson', 0.07462219), ('Road Accidents', 0.07440238), ('Vandalism', 0.0741601), ('Normal Videos', 0.07375668), ('Robbery', 0.07219892), ('Explosion', 0.06998917), ('Fighting', 0.069761395), ('Shooting', 0.069471225), ('Stealing', 0.06906892), ('Abuse', 0.06846345), ('Arrest', 0.06696394), ('Assault', 0.066440545)]
Robbery029_x264: [('Road Accidents', 0.078339845), ('Burglary', 0.07782747), ('Vandalism', 0.077593856), ('Shoplifting', 0.074533895), ('Arson', 0.07322134), ('Normal Videos', 0.07205191), ('Robbery', 0.0718243), ('Explosion', 0.07020133), ('Fighting', 0.06862365), ('Shooting', 0.06818477), ('Abuse', 0.06755128), ('Arrest', 0.0669477), ('Stealing', 0.066861585), ('Assault', 0.066237055)]
Robbery014_x264: [('Road Accidents', 0.07698851), ('Burglary', 0.076489225), ('Vandalism', 0.07502213), ('Shoplifting', 0.073878065), ('Arson', 0.073783085), ('Normal Videos', 0.072255485), ('Robbery', 0.07210175), ('Explosion', 0.070250265), ('Fighting', 0.069530636), ('Shooting', 0.06898649), ('Abuse', 0.068336844), ('Stealing', 0.06768365), ('Arrest', 0.06754166), ('Assault', 0.067152135)]
Robbery141_x264: [('Road Accidents', 0.07601308), ('Shoplifting', 0.07581615), ('Burglary', 0.07526055), ('Vandalism', 0.07485064), ('Normal Videos', 0.07461353), ('Arson', 0.07386217), ('Robbery', 0.072517075), ('Explosion', 0.06951198), ('Fighting', 0.06904638), ('Shooting', 0.06881361), ('Abuse', 0.06841494), ('Stealing', 0.06799439), ('Arrest', 0.066923976), ('Assault', 0.066361554)]
Robbery105_x264: [('Burglary', 0.07629239), ('Road Accidents', 0.07595503), ('Vandalism', 0.07423392), ('Normal Videos', 0.07412005), ('Arson', 0.073094055), ('Shoplifting', 0.07204406), ('Robbery', 0.07136434), ('Explosion', 0.070949316), ('Shooting', 0.07026864), ('Fighting', 0.069546506), ('Abuse', 0.068243004), ('Arrest', 0.06823639), ('Stealing', 0.067887485), ('Assault', 0.06776483)]
Robbery150_x264: [('Road Accidents', 0.07602724), ('Burglary', 0.07537953), ('Vandalism', 0.07464724), ('Normal Videos', 0.07380641), ('Arson', 0.07370636), ('Shoplifting', 0.071845785), ('Explosion', 0.071399726), ('Robbery', 0.070290685), ('Shooting', 0.0700667), ('Fighting', 0.069948435), ('Abuse', 0.068766534), ('Stealing', 0.0682525), ('Arrest', 0.06794965), ('Assault', 0.06791328)]
Robbery114_x264: [('Road Accidents', 0.07648737), ('Vandalism', 0.0762641), ('Burglary', 0.07573215), ('Normal Videos', 0.074704856), ('Shoplifting', 0.07267011), ('Arson', 0.07221221), ('Robbery', 0.0718739), ('Explosion', 0.07074433), ('Shooting', 0.06931717), ('Fighting', 0.06925027), ('Abuse', 0.06818359), ('Stealing', 0.06767775), ('Arrest', 0.06763195), ('Assault', 0.067250185)]
Robbery037_x264: [('Burglary', 0.07703435), ('Vandalism', 0.076853976), ('Road Accidents', 0.07598433), ('Shoplifting', 0.07575065), ('Arson', 0.07465921), ('Normal Videos', 0.07396031), ('Robbery', 0.07185649), ('Explosion', 0.06950121), ('Shooting', 0.06856865), ('Fighting', 0.06819334), ('Abuse', 0.067576125), ('Stealing', 0.06741375), ('Arrest', 0.06660458), ('Assault', 0.06604301)]
Robbery116_x264: [('Burglary', 0.07862019), ('Vandalism', 0.077991456), ('Road Accidents', 0.075737365), ('Normal Videos', 0.0732699), ('Arson', 0.07288025), ('Robbery', 0.071585655), ('Shoplifting', 0.07135161), ('Explosion', 0.07072202), ('Shooting', 0.068932876), ('Fighting', 0.06862295), ('Abuse', 0.068357706), ('Arrest', 0.06759083), ('Assault', 0.06730153), ('Stealing', 0.06703558)]
Robbery127_x264: [('Shoplifting', 0.08142079), ('Vandalism', 0.080374196), ('Burglary', 0.07888311), ('Road Accidents', 0.07595525), ('Arson', 0.074524276), ('Robbery', 0.07416825), ('Normal Videos', 0.073328815), ('Explosion', 0.06899991), ('Shooting', 0.066203035), ('Fighting', 0.066192575), ('Stealing', 0.06609928), ('Abuse', 0.065320514), ('Arrest', 0.06513233), ('Assault', 0.06339764)]
Robbery020_x264: [('Burglary', 0.07809609), ('Shoplifting', 0.07808145), ('Vandalism', 0.077752456), ('Road Accidents', 0.07756194), ('Arson', 0.07474801), ('Robbery', 0.07283416), ('Normal Videos', 0.07178086), ('Explosion', 0.069495164), ('Fighting', 0.06786742), ('Shooting', 0.067411534), ('Abuse', 0.06688799), ('Stealing', 0.06656611), ('Arrest', 0.065921605), ('Assault', 0.06499522)]
Robbery086_x264: [('Burglary', 0.077218205), ('Road Accidents', 0.07693742), ('Vandalism', 0.07619381), ('Shoplifting', 0.07458597), ('Arson', 0.07414279), ('Normal Videos', 0.0737908), ('Robbery', 0.07171899), ('Explosion', 0.070418105), ('Fighting', 0.06870432), ('Shooting', 0.06865187), ('Abuse', 0.06736483), ('Stealing', 0.067018166), ('Arrest', 0.0668599), ('Assault', 0.066394866)]
Robbery146_x264: [('Road Accidents', 0.07540603), ('Normal Videos', 0.0738688), ('Burglary', 0.0733117), ('Vandalism', 0.072820075), ('Arson', 0.071918525), ('Shoplifting', 0.071786135), ('Robbery', 0.07151219), ('Fighting', 0.07139534), ('Explosion', 0.071372025), ('Shooting', 0.070185415), ('Abuse', 0.06955934), ('Stealing', 0.06953202), ('Arrest', 0.06889587), ('Assault', 0.0684366)]
Robbery080_x264: [('Road Accidents', 0.07719781), ('Vandalism', 0.07716823), ('Burglary', 0.07679562), ('Shoplifting', 0.0746313), ('Arson', 0.0733899), ('Robbery', 0.07225094), ('Normal Videos', 0.07224052), ('Explosion', 0.070323884), ('Fighting', 0.06873677), ('Shooting', 0.06841848), ('Abuse', 0.067974724), ('Stealing', 0.067441046), ('Arrest', 0.06719387), ('Assault', 0.06623693)]
Robbery059_x264: [('Burglary', 0.077450305), ('Road Accidents', 0.077028796), ('Vandalism', 0.076399446), ('Shoplifting', 0.07505435), ('Arson', 0.07398237), ('Normal Videos', 0.073707804), ('Robbery', 0.07172871), ('Explosion', 0.07023433), ('Fighting', 0.06869233), ('Shooting', 0.06851865), ('Abuse', 0.06732607), ('Stealing', 0.06679529), ('Arrest', 0.06666524), ('Assault', 0.06641626)]
Robbery133_x264: [('Burglary', 0.07692622), ('Vandalism', 0.07681135), ('Road Accidents', 0.076595984), ('Normal Videos', 0.073633395), ('Arson', 0.073350474), ('Shoplifting', 0.073159955), ('Robbery', 0.071580514), ('Explosion', 0.07011544), ('Shooting', 0.06919524), ('Fighting', 0.06867931), ('Abuse', 0.06797727), ('Arrest', 0.06754655), ('Stealing', 0.067521326), ('Assault', 0.06690695)]
Robbery008_x264: [('Burglary', 0.08022744), ('Vandalism', 0.0792072), ('Road Accidents', 0.07850181), ('Shoplifting', 0.076588474), ('Arson', 0.0736089), ('Normal Videos', 0.0726577), ('Robbery', 0.07229061), ('Explosion', 0.06995406), ('Fighting', 0.06724936), ('Shooting', 0.06713722), ('Abuse', 0.066506416), ('Arrest', 0.06552176), ('Stealing', 0.06541873), ('Assault', 0.06513038)]
Robbery090_x264: [('Road Accidents', 0.076393016), ('Burglary', 0.07622995), ('Vandalism', 0.075765796), ('Shoplifting', 0.07409043), ('Arson', 0.07371414), ('Normal Videos', 0.07287392), ('Robbery', 0.07151965), ('Explosion', 0.07045679), ('Fighting', 0.06913295), ('Shooting', 0.06911058), ('Abuse', 0.06863788), ('Stealing', 0.06763163), ('Assault', 0.06729753), ('Arrest', 0.067145824)]
Robbery038_x264: [('Road Accidents', 0.07587534), ('Burglary', 0.075853035), ('Vandalism', 0.07531469), ('Arson', 0.073424995), ('Normal Videos', 0.07290015), ('Explosion', 0.07187473), ('Shoplifting', 0.07077974), ('Robbery', 0.07024236), ('Fighting', 0.07000073), ('Shooting', 0.06962863), ('Abuse', 0.06938058), ('Arrest', 0.06827409), ('Assault', 0.068245076), ('Stealing', 0.06820579)]
Robbery044_x264: [('Burglary', 0.078945875), ('Vandalism', 0.077215955), ('Road Accidents', 0.07690041), ('Shoplifting', 0.07586738), ('Arson', 0.073732205), ('Normal Videos', 0.072741404), ('Robbery', 0.07242204), ('Explosion', 0.070578896), ('Shooting', 0.0682021), ('Fighting', 0.068129234), ('Abuse', 0.06693405), ('Stealing', 0.06643102), ('Arrest', 0.06636075), ('Assault', 0.06553867)]
Robbery121_x264: [('Shoplifting', 0.07932687), ('Burglary', 0.078543074), ('Vandalism', 0.077846706), ('Road Accidents', 0.07706944), ('Robbery', 0.07361754), ('Arson', 0.07354725), ('Normal Videos', 0.073201545), ('Explosion', 0.069163136), ('Fighting', 0.06752579), ('Shooting', 0.06743787), ('Abuse', 0.06625867), ('Stealing', 0.06617736), ('Arrest', 0.065545455), ('Assault', 0.06473933)]
Robbery061_x264: [('Road Accidents', 0.077039614), ('Burglary', 0.07687165), ('Vandalism', 0.07605641), ('Arson', 0.073869914), ('Normal Videos', 0.073730506), ('Shoplifting', 0.07355137), ('Robbery', 0.07138182), ('Explosion', 0.07053054), ('Shooting', 0.06889196), ('Fighting', 0.06886296), ('Abuse', 0.06776202), ('Arrest', 0.067417316), ('Stealing', 0.06714858), ('Assault', 0.066885404)]
Robbery017_x264: [('Burglary', 0.078012735), ('Vandalism', 0.07786179), ('Road Accidents', 0.07694685), ('Shoplifting', 0.075915195), ('Arson', 0.074648924), ('Normal Videos', 0.073227316), ('Robbery', 0.07206733), ('Explosion', 0.06978185), ('Shooting', 0.06811377), ('Fighting', 0.0680114), ('Abuse', 0.066827945), ('Stealing', 0.06637945), ('Arrest', 0.0663355), ('Assault', 0.06586994)]
Robbery117_x264: [('Burglary', 0.0757522), ('Road Accidents', 0.07559311), ('Vandalism', 0.075225554), ('Normal Videos', 0.07441662), ('Shoplifting', 0.07356641), ('Arson', 0.07280743), ('Robbery', 0.0719357), ('Explosion', 0.07029305), ('Fighting', 0.06970315), ('Shooting', 0.069651484), ('Abuse', 0.06815374), ('Stealing', 0.0680055), ('Arrest', 0.06774335), ('Assault', 0.06715274)]
Robbery065_x264: [('Burglary', 0.076542675), ('Road Accidents', 0.076458864), ('Vandalism', 0.075608306), ('Normal Videos', 0.07411352), ('Arson', 0.07341746), ('Shoplifting', 0.07153792), ('Robbery', 0.071155064), ('Explosion', 0.07061037), ('Shooting', 0.06959842), ('Fighting', 0.069198385), ('Abuse', 0.06855057), ('Stealing', 0.067982696), ('Arrest', 0.067810945), ('Assault', 0.067414775)]
Robbery022_x264: [('Vandalism', 0.080017775), ('Burglary', 0.07959117), ('Road Accidents', 0.07932985), ('Shoplifting', 0.07887306), ('Arson', 0.07547022), ('Robbery', 0.07269915), ('Normal Videos', 0.070257045), ('Explosion', 0.06971521), ('Fighting', 0.06681305), ('Abuse', 0.06626791), ('Shooting', 0.06624991), ('Arrest', 0.065085165), ('Stealing', 0.06492056), ('Assault', 0.06470993)]
Robbery015_x264: [('Road Accidents', 0.07685637), ('Burglary', 0.076230615), ('Vandalism', 0.0754298), ('Normal Videos', 0.073610105), ('Arson', 0.07271116), ('Shoplifting', 0.07227654), ('Robbery', 0.07171083), ('Explosion', 0.07084546), ('Shooting', 0.06946382), ('Fighting', 0.069350764), ('Abuse', 0.06853333), ('Stealing', 0.06788775), ('Arrest', 0.06759419), ('Assault', 0.067499325)]
Robbery087_x264: [('Burglary', 0.07798301), ('Vandalism', 0.077560924), ('Road Accidents', 0.07687505), ('Shoplifting', 0.07525205), ('Arson', 0.07386402), ('Normal Videos', 0.07269323), ('Robbery', 0.07159424), ('Explosion', 0.07064825), ('Fighting', 0.06868907), ('Shooting', 0.06820569), ('Abuse', 0.067324), ('Stealing', 0.06671314), ('Arrest', 0.066711515), ('Assault', 0.06588586)]
Robbery130_x264: [('Burglary', 0.078380816), ('Vandalism', 0.07711114), ('Road Accidents', 0.07710944), ('Shoplifting', 0.074504584), ('Arson', 0.07435972), ('Robbery', 0.07230104), ('Normal Videos', 0.07185802), ('Explosion', 0.07029061), ('Shooting', 0.0683243), ('Fighting', 0.068294235), ('Abuse', 0.067320436), ('Arrest', 0.06696327), ('Stealing', 0.066803515), ('Assault', 0.0663789)]
Robbery131_x264: [('Shoplifting', 0.08112913), ('Vandalism', 0.08032688), ('Burglary', 0.07933564), ('Road Accidents', 0.07604449), ('Robbery', 0.07416434), ('Arson', 0.07328171), ('Normal Videos', 0.07303914), ('Explosion', 0.06904014), ('Fighting', 0.0666464), ('Shooting', 0.06650706), ('Stealing', 0.06592135), ('Abuse', 0.06549519), ('Arrest', 0.06532213), ('Assault', 0.06374642)]
Robbery089_x264: [('Shoplifting', 0.08125844), ('Vandalism', 0.08121383), ('Burglary', 0.079307206), ('Road Accidents', 0.07449193), ('Arson', 0.0743466), ('Robbery', 0.074290685), ('Normal Videos', 0.07151707), ('Explosion', 0.069603205), ('Fighting', 0.0668518), ('Stealing', 0.06682329), ('Abuse', 0.06570139), ('Shooting', 0.06569614), ('Arrest', 0.06529864), ('Assault', 0.06359976)]
Robbery125_x264: [('Shoplifting', 0.07854249), ('Vandalism', 0.078460306), ('Burglary', 0.078428075), ('Road Accidents', 0.07792105), ('Arson', 0.074023835), ('Robbery', 0.07326823), ('Normal Videos', 0.072703555), ('Explosion', 0.06941349), ('Fighting', 0.067248195), ('Shooting', 0.06716595), ('Abuse', 0.06650351), ('Stealing', 0.0661427), ('Arrest', 0.06556769), ('Assault', 0.06461092)]
Robbery148_x264: [('Road Accidents', 0.07563845), ('Burglary', 0.0751251), ('Vandalism', 0.074761204), ('Normal Videos', 0.0733374), ('Arson', 0.07309598), ('Shoplifting', 0.07177328), ('Robbery', 0.07113482), ('Explosion', 0.07095251), ('Fighting', 0.07024038), ('Shooting', 0.07023077), ('Abuse', 0.068765976), ('Stealing', 0.06839071), ('Arrest', 0.068304926), ('Assault', 0.06824853)]
Robbery091_x264: [('Burglary', 0.0791667), ('Vandalism', 0.07803594), ('Road Accidents', 0.07749397), ('Shoplifting', 0.07594043), ('Arson', 0.07405985), ('Normal Videos', 0.07297775), ('Robbery', 0.07255822), ('Explosion', 0.06976688), ('Fighting', 0.06762883), ('Shooting', 0.067593165), ('Abuse', 0.06711421), ('Stealing', 0.066389166), ('Arrest', 0.065779105), ('Assault', 0.06549578)]
Robbery035_x264: [('Road Accidents', 0.076298274), ('Vandalism', 0.07487037), ('Burglary', 0.07468564), ('Normal Videos', 0.07382309), ('Shoplifting', 0.07271219), ('Arson', 0.072076134), ('Explosion', 0.07090344), ('Robbery', 0.0708897), ('Shooting', 0.07032264), ('Fighting', 0.070310086), ('Abuse', 0.06874935), ('Arrest', 0.068188384), ('Stealing', 0.068127505), ('Assault', 0.06804327)]
Robbery084_x264: [('Burglary', 0.077506356), ('Road Accidents', 0.07695905), ('Vandalism', 0.0767388), ('Shoplifting', 0.0758463), ('Arson', 0.073215775), ('Robbery', 0.07247521), ('Normal Videos', 0.07174413), ('Explosion', 0.07014258), ('Fighting', 0.06891895), ('Shooting', 0.06866454), ('Abuse', 0.0675006), ('Stealing', 0.06715519), ('Arrest', 0.06687915), ('Assault', 0.06625341)]
Robbery109_x264: [('Road Accidents', 0.07629957), ('Normal Videos', 0.07537443), ('Burglary', 0.074970156), ('Vandalism', 0.07382377), ('Arson', 0.07255799), ('Shoplifting', 0.07178588), ('Robbery', 0.07122998), ('Explosion', 0.07092099), ('Shooting', 0.07010185), ('Fighting', 0.06965238), ('Abuse', 0.06905235), ('Stealing', 0.06839811), ('Arrest', 0.06827438), ('Assault', 0.06755821)]
Robbery140_x264: [('Burglary', 0.07746381), ('Road Accidents', 0.07630958), ('Vandalism', 0.075571634), ('Normal Videos', 0.073257476), ('Arson', 0.072490565), ('Explosion', 0.07147639), ('Robbery', 0.07109658), ('Shoplifting', 0.070865065), ('Shooting', 0.06988602), ('Fighting', 0.06941587), ('Abuse', 0.06848415), ('Assault', 0.06811211), ('Arrest', 0.06808661), ('Stealing', 0.067484215)]
Robbery093_x264: [('Vandalism', 0.077909596), ('Burglary', 0.07772975), ('Road Accidents', 0.07756766), ('Shoplifting', 0.07621764), ('Arson', 0.0737933), ('Normal Videos', 0.07260777), ('Robbery', 0.072088785), ('Explosion', 0.07036543), ('Fighting', 0.0681164), ('Shooting', 0.06800248), ('Abuse', 0.0670985), ('Stealing', 0.06652481), ('Arrest', 0.066462256), ('Assault', 0.06551561)]
Robbery002_x264: [('Vandalism', 0.078299165), ('Road Accidents', 0.07700941), ('Burglary', 0.07636124), ('Arson', 0.07402385), ('Shoplifting', 0.07306616), ('Explosion', 0.07115761), ('Normal Videos', 0.07100829), ('Robbery', 0.070576504), ('Abuse', 0.069065616), ('Fighting', 0.06870813), ('Shooting', 0.068691745), ('Assault', 0.06750906), ('Stealing', 0.06735233), ('Arrest', 0.06717081)]
Robbery001_x264: [('Shoplifting', 0.08089924), ('Vandalism', 0.08048361), ('Burglary', 0.07943387), ('Road Accidents', 0.07709618), ('Robbery', 0.07398097), ('Arson', 0.073428586), ('Normal Videos', 0.07319106), ('Explosion', 0.06903962), ('Fighting', 0.066810355), ('Shooting', 0.066483304), ('Stealing', 0.06529552), ('Abuse', 0.065218985), ('Arrest', 0.06502869), ('Assault', 0.063609995)]
Robbery027_x264: [('Road Accidents', 0.0772313), ('Burglary', 0.07684868), ('Vandalism', 0.07599154), ('Shoplifting', 0.07430508), ('Arson', 0.07399885), ('Normal Videos', 0.0724475), ('Robbery', 0.07192973), ('Explosion', 0.070573054), ('Fighting', 0.06905495), ('Shooting', 0.069006816), ('Abuse', 0.06768412), ('Stealing', 0.067251205), ('Arrest', 0.067068264), ('Assault', 0.066608936)]
Robbery076_x264: [('Vandalism', 0.07673299), ('Road Accidents', 0.07617585), ('Burglary', 0.07512045), ('Normal Videos', 0.07335833), ('Arson', 0.07241924), ('Explosion', 0.07137938), ('Shoplifting', 0.07113749), ('Robbery', 0.07056058), ('Shooting', 0.07019549), ('Fighting', 0.07003396), ('Abuse', 0.06913298), ('Arrest', 0.06812693), ('Assault', 0.0678686), ('Stealing', 0.067757696)]
Robbery010_x264: [('Road Accidents', 0.07578723), ('Burglary', 0.07500843), ('Normal Videos', 0.073989876), ('Vandalism', 0.07289511), ('Arson', 0.07201478), ('Explosion', 0.07195422), ('Robbery', 0.0708813), ('Shooting', 0.07058436), ('Fighting', 0.070535034), ('Shoplifting', 0.070059165), ('Abuse', 0.06931024), ('Arrest', 0.06905421), ('Stealing', 0.069004096), ('Assault', 0.068922)]
Robbery123_x264: [('Burglary', 0.07693323), ('Road Accidents', 0.07623005), ('Vandalism', 0.07622363), ('Shoplifting', 0.0747321), ('Arson', 0.073981084), ('Normal Videos', 0.073527984), ('Robbery', 0.07201816), ('Explosion', 0.070512235), ('Shooting', 0.068885416), ('Fighting', 0.068467446), ('Abuse', 0.067858316), ('Stealing', 0.06738921), ('Assault', 0.06672988), ('Arrest', 0.06651131)]
Shoplifting004_x264: [('Road Accidents', 0.07755291), ('Vandalism', 0.07637055), ('Burglary', 0.076050244), ('Shoplifting', 0.07371901), ('Arson', 0.07326174), ('Normal Videos', 0.072931975), ('Robbery', 0.071571246), ('Explosion', 0.07027794), ('Fighting', 0.06900187), ('Shooting', 0.068836294), ('Abuse', 0.0684099), ('Arrest', 0.06752703), ('Stealing', 0.06737861), ('Assault', 0.06711058)]
Shoplifting041_x264: [('Shoplifting', 0.080449894), ('Vandalism', 0.0795601), ('Burglary', 0.078253955), ('Road Accidents', 0.07785771), ('Arson', 0.074337505), ('Robbery', 0.07348622), ('Normal Videos', 0.0720113), ('Explosion', 0.068922535), ('Shooting', 0.06658507), ('Fighting', 0.066472955), ('Abuse', 0.066157244), ('Stealing', 0.06598725), ('Arrest', 0.06549148), ('Assault', 0.06442682)]
Shoplifting052_x264: [('Burglary', 0.07879082), ('Road Accidents', 0.0775102), ('Vandalism', 0.07734392), ('Shoplifting', 0.077326186), ('Arson', 0.07471504), ('Robbery', 0.072217844), ('Normal Videos', 0.071966365), ('Explosion', 0.070236474), ('Fighting', 0.06800201), ('Shooting', 0.06777891), ('Abuse', 0.066870995), ('Stealing', 0.06607995), ('Arrest', 0.06577012), ('Assault', 0.065391146)]
Shoplifting032_x264: [('Vandalism', 0.07821336), ('Burglary', 0.07784791), ('Road Accidents', 0.07682651), ('Shoplifting', 0.07647557), ('Normal Videos', 0.07438254), ('Arson', 0.07389608), ('Robbery', 0.07269188), ('Explosion', 0.06936785), ('Shooting', 0.06799925), ('Fighting', 0.06732358), ('Abuse', 0.06692264), ('Stealing', 0.06663884), ('Arrest', 0.06598626), ('Assault', 0.06542777)]
Shoplifting036_x264: [('Road Accidents', 0.07700471), ('Vandalism', 0.0768126), ('Burglary', 0.07652215), ('Shoplifting', 0.07598722), ('Arson', 0.07460171), ('Normal Videos', 0.07325925), ('Robbery', 0.072174616), ('Explosion', 0.069982454), ('Shooting', 0.06829979), ('Abuse', 0.06793197), ('Fighting', 0.067929976), ('Stealing', 0.06693873), ('Arrest', 0.066595696), ('Assault', 0.06595916)]
Shoplifting049_x264: [('Burglary', 0.07826386), ('Vandalism', 0.07723427), ('Road Accidents', 0.07719938), ('Shoplifting', 0.07669954), ('Arson', 0.07421836), ('Normal Videos', 0.07332172), ('Robbery', 0.07212212), ('Explosion', 0.06964677), ('Shooting', 0.06803341), ('Fighting', 0.06772305), ('Abuse', 0.06698911), ('Stealing', 0.06662646), ('Arrest', 0.06627098), ('Assault', 0.065651014)]
Shoplifting021_x264: [('Burglary', 0.07879699), ('Vandalism', 0.07823751), ('Shoplifting', 0.078026585), ('Road Accidents', 0.07763029), ('Arson', 0.07468365), ('Normal Videos', 0.07257651), ('Robbery', 0.07194918), ('Explosion', 0.07001317), ('Fighting', 0.0675516), ('Shooting', 0.06720104), ('Abuse', 0.066539355), ('Stealing', 0.06627704), ('Arrest', 0.06556871), ('Assault', 0.06494836)]
Shoplifting037_x264: [('Burglary', 0.077352285), ('Road Accidents', 0.07662542), ('Vandalism', 0.07648762), ('Shoplifting', 0.07625723), ('Arson', 0.0734609), ('Normal Videos', 0.07330986), ('Robbery', 0.07316389), ('Explosion', 0.06985), ('Shooting', 0.06838179), ('Fighting', 0.068014994), ('Abuse', 0.0674383), ('Stealing', 0.06713547), ('Arrest', 0.06647845), ('Assault', 0.066043794)]
Shoplifting001_x264: [('Burglary', 0.07718534), ('Road Accidents', 0.07695819), ('Vandalism', 0.07557318), ('Normal Videos', 0.074002855), ('Shoplifting', 0.073690265), ('Arson', 0.07355145), ('Robbery', 0.07136549), ('Explosion', 0.07089704), ('Shooting', 0.06892246), ('Fighting', 0.06882798), ('Abuse', 0.06775855), ('Arrest', 0.06726879), ('Stealing', 0.06710943), ('Assault', 0.066888936)]
Shoplifting008_x264: [('Road Accidents', 0.07760829), ('Shoplifting', 0.07705714), ('Vandalism', 0.076622404), ('Burglary', 0.076200746), ('Arson', 0.073782094), ('Robbery', 0.07248832), ('Normal Videos', 0.07234384), ('Explosion', 0.06964135), ('Fighting', 0.06851682), ('Abuse', 0.06787761), ('Shooting', 0.0678477), ('Stealing', 0.0672919), ('Arrest', 0.066599876), ('Assault', 0.066121966)]
Shoplifting051_x264: [('Road Accidents', 0.077329345), ('Vandalism', 0.07717771), ('Burglary', 0.07706139), ('Shoplifting', 0.07686797), ('Arson', 0.07448194), ('Normal Videos', 0.07221086), ('Robbery', 0.071788095), ('Explosion', 0.070014976), ('Fighting', 0.068319865), ('Shooting', 0.06768262), ('Abuse', 0.06761722), ('Stealing', 0.06709424), ('Arrest', 0.06646826), ('Assault', 0.06588558)]
Shoplifting054_x264: [('Burglary', 0.078269206), ('Shoplifting', 0.077953294), ('Vandalism', 0.07760846), ('Road Accidents', 0.076946735), ('Normal Videos', 0.0733974), ('Arson', 0.07306168), ('Robbery', 0.07285216), ('Explosion', 0.06998381), ('Shooting', 0.06789482), ('Fighting', 0.06766057), ('Stealing', 0.06662734), ('Abuse', 0.06648226), ('Arrest', 0.066135444), ('Assault', 0.06512685)]
Shoplifting031_x264: [('Burglary', 0.07878494), ('Vandalism', 0.07747544), ('Road Accidents', 0.07646602), ('Arson', 0.07392438), ('Shoplifting', 0.0736956), ('Robbery', 0.072565794), ('Normal Videos', 0.07251102), ('Explosion', 0.070520125), ('Shooting', 0.0686839), ('Fighting', 0.06801487), ('Abuse', 0.06734947), ('Stealing', 0.066909276), ('Arrest', 0.066732146), ('Assault', 0.06636699)]
Shoplifting022_x264: [('Road Accidents', 0.076668404), ('Burglary', 0.075135574), ('Vandalism', 0.07463968), ('Normal Videos', 0.07364385), ('Arson', 0.0722522), ('Explosion', 0.07173227), ('Shoplifting', 0.07165422), ('Robbery', 0.070534326), ('Fighting', 0.0701382), ('Shooting', 0.06994984), ('Abuse', 0.069152296), ('Stealing', 0.0682863), ('Arrest', 0.06815717), ('Assault', 0.06805566)]
Shoplifting050_x264: [('Road Accidents', 0.077431075), ('Burglary', 0.077063404), ('Vandalism', 0.0768063), ('Shoplifting', 0.07631151), ('Normal Videos', 0.073781125), ('Arson', 0.07347242), ('Robbery', 0.07267659), ('Explosion', 0.070068255), ('Shooting', 0.06828929), ('Fighting', 0.067864016), ('Abuse', 0.067292325), ('Stealing', 0.066603795), ('Arrest', 0.0665432), ('Assault', 0.065796666)]
Shoplifting017_x264: [('Vandalism', 0.07908563), ('Burglary', 0.07869687), ('Shoplifting', 0.07806567), ('Road Accidents', 0.076193005), ('Arson', 0.07433394), ('Robbery', 0.073849194), ('Normal Videos', 0.07282528), ('Explosion', 0.06959603), ('Shooting', 0.06730624), ('Fighting', 0.067002416), ('Stealing', 0.06637037), ('Abuse', 0.06626194), ('Arrest', 0.06554435), ('Assault', 0.06486909)]
Shoplifting020_x264: [('Road Accidents', 0.078122124), ('Burglary', 0.07803942), ('Vandalism', 0.0773021), ('Shoplifting', 0.07608399), ('Arson', 0.07455596), ('Normal Videos', 0.07233594), ('Robbery', 0.07181772), ('Explosion', 0.06987962), ('Fighting', 0.06816144), ('Shooting', 0.06800715), ('Abuse', 0.06716346), ('Stealing', 0.06639018), ('Arrest', 0.06635927), ('Assault', 0.06578159)]
Shoplifting006_x264: [('Road Accidents', 0.07668225), ('Vandalism', 0.07558955), ('Burglary', 0.07528084), ('Shoplifting', 0.07519138), ('Arson', 0.07347782), ('Normal Videos', 0.073033266), ('Robbery', 0.071869165), ('Explosion', 0.069841795), ('Shooting', 0.069245145), ('Fighting', 0.06897894), ('Abuse', 0.068890914), ('Stealing', 0.06736652), ('Assault', 0.06732519), ('Arrest', 0.06722717)]
Shoplifting030_x264: [('Burglary', 0.07754214), ('Vandalism', 0.07727161), ('Shoplifting', 0.07684974), ('Road Accidents', 0.076765254), ('Arson', 0.0748324), ('Normal Videos', 0.07350709), ('Robbery', 0.07238392), ('Explosion', 0.06956218), ('Fighting', 0.06791039), ('Shooting', 0.06783503), ('Abuse', 0.067201994), ('Stealing', 0.0667633), ('Arrest', 0.06605221), ('Assault', 0.06552271)]
