RoadAccidents055_x264: [('Road Accidents', 0.6942875), ('Vandalism', 0.6893528), ('Burglary', 0.67839336), ('Normal Videos', 0.6539328), ('Arson', 0.6354321), ('Explosion', 0.6268479), ('Robbery', 0.61219466), ('Shooting', 0.60954404), ('Abuse', 0.596717), ('Fighting', 0.59555435), ('Shoplifting', 0.5927677), ('Assault', 0.58792454), ('Arrest', 0.58707255), ('Stealing', 0.5786124)]
Robbery065_x264: [('Burglary', 0.5578423), ('Road Accidents', 0.5567467), ('Vandalism', 0.54556006), ('Normal Videos', 0.52559185), ('Arson', 0.5161557), ('Shoplifting', 0.49022156), ('Robbery', 0.4848554), ('Explosion', 0.47717088), ('Shooting', 0.4627357), ('Fighting', 0.45697147), ('Abuse', 0.44756564), ('Stealing', 0.43924713), ('Arrest', 0.4367175), ('Assault', 0.43085814)]
Robbery022_x264: [('Vandalism', 0.3859114), ('Burglary', 0.38056576), ('Road Accidents', 0.37727708), ('Shoplifting', 0.37150234), ('Arson', 0.32740074), ('Robbery', 0.28999233), ('Normal Videos', 0.25582317), ('Explosion', 0.24808109), ('Fighting', 0.20556107), ('Abuse', 0.19736832), ('Shooting', 0.19709665), ('Arrest', 0.1793593), ('Stealing', 0.17682698), ('Assault', 0.17357731)]
Robbery015_x264: [('Road Accidents', 0.5997095), ('Burglary', 0.5915344), ('Vandalism', 0.5809736), ('Normal Videos', 0.55655354), ('Arson', 0.5442661), ('Shoplifting', 0.53827083), ('Robbery', 0.530413), ('Explosion', 0.5182721), ('Shooting', 0.49857718), ('Fighting', 0.4969483), ('Abuse', 0.48509136), ('Stealing', 0.47562683), ('Arrest', 0.47129327), ('Assault', 0.4698888)]
Robbery087_x264: [('Burglary', 0.56388086), ('Vandalism', 0.5584536), ('Road Accidents', 0.5495713), ('Shoplifting', 0.52823305), ('Arson', 0.5096158), ('Normal Videos', 0.49363822), ('Robbery', 0.47840455), ('Explosion', 0.46510333), ('Fighting', 0.43698), ('Shooting', 0.4299179), ('Abuse', 0.41690663), ('Stealing', 0.4077918), ('Arrest', 0.40776756), ('Assault', 0.39531374)]
Robbery130_x264: [('Burglary', 0.5675051), ('Vandalism', 0.5511737), ('Road Accidents', 0.5511517), ('Shoplifting', 0.51678663), ('Arson', 0.51484036), ('Robbery', 0.48676443), ('Normal Videos', 0.48061806), ('Explosion', 0.45856416), ('Shooting', 0.43019134), ('Fighting', 0.4297512), ('Abuse', 0.41538984), ('Arrest', 0.41007018), ('Stealing', 0.40768164), ('Assault', 0.40130514)]
Robbery131_x264: [('Shoplifting', 0.39920652), ('Vandalism', 0.38926864), ('Burglary', 0.37685186), ('Road Accidents', 0.334483), ('Robbery', 0.3094478), ('Arson', 0.29747552), ('Normal Videos', 0.2941598), ('Explosion', 0.23785245), ('Fighting', 0.20256536), ('Shooting', 0.20047241), ('Stealing', 0.19162673), ('Abuse', 0.18514104), ('Arrest', 0.18249524), ('Assault', 0.15807745)]
Robbery089_x264: [('Shoplifting', 0.40811965), ('Vandalism', 0.40757054), ('Burglary', 0.38381395), ('Road Accidents', 0.3211758), ('Arson', 0.319223), ('Robbery', 0.3184706), ('Normal Videos', 0.2804212), ('Explosion', 0.25329554), ('Fighting', 0.21296316), ('Stealing', 0.21253665), ('Abuse', 0.19560501), ('Shooting', 0.1955252), ('Arrest', 0.18945614), ('Assault', 0.16309464)]
Robbery125_x264: [('Shoplifting', 0.40707028), ('Vandalism', 0.40602338), ('Burglary', 0.4056124), ('Road Accidents', 0.3991266), ('Arson', 0.3478176), ('Robbery', 0.3375575), ('Normal Videos', 0.3298207), ('Explosion', 0.28351176), ('Fighting', 0.25182068), ('Shooting', 0.25059688), ('Abuse', 0.24068516), ('Stealing', 0.23524499), ('Arrest', 0.22651345), ('Assault', 0.21181394)]
Robbery148_x264: [('Road Accidents', 0.55808294), ('Burglary', 0.55127287), ('Vandalism', 0.54641724), ('Normal Videos', 0.52718884), ('Arson', 0.5238915), ('Shoplifting', 0.5056305), ('Robbery', 0.4966951), ('Explosion', 0.494129), ('Fighting', 0.48404157), ('Shooting', 0.4839047), ('Abuse', 0.46282727), ('Stealing', 0.45735523), ('Arrest', 0.45610005), ('Assault', 0.45527413)]
Robbery091_x264: [('Burglary', 0.5346947), ('Vandalism', 0.5203084), ('Road Accidents', 0.51333904), ('Shoplifting', 0.49308807), ('Arson', 0.4680124), ('Normal Videos', 0.4532935), ('Robbery', 0.44752806), ('Explosion', 0.4082983), ('Fighting', 0.37717322), ('Shooting', 0.3766458), ('Abuse', 0.36953476), ('Stealing', 0.35867277), ('Arrest', 0.3494411), ('Assault', 0.34512466)]
Robbery035_x264: [('Road Accidents', 0.5184323), ('Vandalism', 0.4995402), ('Burglary', 0.4970699), ('Normal Videos', 0.48545355), ('Shoplifting', 0.47029102), ('Arson', 0.461505), ('Explosion', 0.44510105), ('Robbery', 0.44490713), ('Shooting', 0.43687573), ('Fighting', 0.4366973), ('Abuse', 0.41424936), ('Arrest', 0.4060562), ('Stealing', 0.40516302), ('Assault', 0.40392587)]
Robbery084_x264: [('Burglary', 0.50547385), ('Road Accidents', 0.4983874), ('Vandalism', 0.49552137), ('Shoplifting', 0.48382282), ('Arson', 0.44852477), ('Robbery', 0.43835852), ('Normal Videos', 0.42821994), ('Explosion', 0.405644), ('Fighting', 0.38804507), ('Shooting', 0.3843469), ('Abuse', 0.36725035), ('Stealing', 0.3621201), ('Arrest', 0.35800123), ('Assault', 0.34860078)]
Robbery109_x264: [('Road Accidents', 0.583762), ('Normal Videos', 0.5715628), ('Burglary', 0.56618476), ('Vandalism', 0.55077547), ('Arson', 0.5334808), ('Shoplifting', 0.52278244), ('Robbery', 0.51500845), ('Explosion', 0.5106611), ('Shooting', 0.49904388), ('Fighting', 0.49261153), ('Abuse', 0.4839596), ('Stealing', 0.47443983), ('Arrest', 0.4726292), ('Assault', 0.46208423)]
Robbery140_x264: [('Burglary', 0.6622622), ('Road Accidents', 0.64724976), ('Vandalism', 0.63753235), ('Normal Videos', 0.6064316), ('Arson', 0.5959077), ('Explosion', 0.58181846), ('Robbery', 0.5764905), ('Shoplifting', 0.5732289), ('Shooting', 0.559317), ('Fighting', 0.55256677), ('Abuse', 0.5390537), ('Assault', 0.5336064), ('Arrest', 0.5332318), ('Stealing', 0.524345)]
Robbery093_x264: [('Vandalism', 0.5575321), ('Burglary', 0.55522096), ('Road Accidents', 0.55313355), ('Shoplifting', 0.53557587), ('Arson', 0.5032509), ('Normal Videos', 0.48705482), ('Robbery', 0.47988147), ('Explosion', 0.45568502), ('Fighting', 0.42320088), ('Shooting', 0.42152706), ('Abuse', 0.40814456), ('Stealing', 0.39955795), ('Arrest', 0.39861718), ('Assault', 0.38427126)]
Robbery002_x264: [('Vandalism', 0.5808641), ('Road Accidents', 0.5642548), ('Burglary', 0.55580235), ('Arson', 0.5247145), ('Shoplifting', 0.5116925), ('Explosion', 0.48522443), ('Normal Videos', 0.48312366), ('Robbery', 0.47702438), ('Abuse', 0.45538414), ('Fighting', 0.4501947), ('Shooting', 0.4499562), ('Assault', 0.43258905), ('Stealing', 0.43026465), ('Arrest', 0.42756593)]
Robbery001_x264: [('Shoplifting', 0.44359642), ('Vandalism', 0.43844557), ('Burglary', 0.42531687), ('Road Accidents', 0.39544573), ('Robbery', 0.35419995), ('Arson', 0.3467053), ('Normal Videos', 0.34346527), ('Explosion', 0.2850725), ('Fighting', 0.25225013), ('Shooting', 0.2473429), ('Stealing', 0.22931537), ('Abuse', 0.22814266), ('Arrest', 0.22522059), ('Assault', 0.20316264)]
Robbery027_x264: [('Road Accidents', 0.5131327), ('Burglary', 0.5081661), ('Vandalism', 0.4969499), ('Shoplifting', 0.47450718), ('Arson', 0.47037742), ('Normal Videos', 0.44918996), ('Robbery', 0.44201756), ('Explosion', 0.42297632), ('Fighting', 0.4012303), ('Shooting', 0.40053314), ('Abuse', 0.3811794), ('Stealing', 0.3747628), ('Arrest', 0.37203884), ('Assault', 0.36516663)]
Robbery076_x264: [('Vandalism', 0.6955271), ('Road Accidents', 0.6882398), ('Burglary', 0.6742881), ('Normal Videos', 0.6505513), ('Arson', 0.63766736), ('Explosion', 0.62320435), ('Shoplifting', 0.61980975), ('Robbery', 0.6116669), ('Shooting', 0.60647935), ('Fighting', 0.60417557), ('Abuse', 0.5912273), ('Arrest', 0.57656795), ('Assault', 0.57276875), ('Stealing', 0.5711334)]
Robbery010_x264: [('Road Accidents', 0.6214217), ('Burglary', 0.6110923), ('Normal Videos', 0.5974201), ('Vandalism', 0.58251345), ('Arson', 0.5703633), ('Explosion', 0.5695219), ('Robbery', 0.5544985), ('Shooting', 0.5503004), ('Fighting', 0.5496014), ('Shoplifting', 0.542832), ('Abuse', 0.53208447), ('Arrest', 0.5283837), ('Stealing', 0.52765775), ('Assault', 0.5264673)]
Robbery123_x264: [('Burglary', 0.62836766), ('Road Accidents', 0.6191855), ('Vandalism', 0.6191013), ('Shoplifting', 0.5993395), ('Arson', 0.5892393), ('Normal Videos', 0.58309585), ('Robbery', 0.5623481), ('Explosion', 0.541216), ('Shooting', 0.51787436), ('Fighting', 0.51178825), ('Abuse', 0.5028517), ('Stealing', 0.4959147), ('Assault', 0.48608264), ('Arrest', 0.48280182)]
Shoplifting004_x264: [('Road Accidents', 0.5427815), ('Vandalism', 0.52741826), ('Burglary', 0.5232153), ('Shoplifting', 0.49208182), ('Arson', 0.48585963), ('Normal Videos', 0.48134825), ('Robbery', 0.46251452), ('Explosion', 0.44427902), ('Fighting', 0.42595476), ('Shooting', 0.42355222), ('Abuse', 0.4173386), ('Arrest', 0.40434915), ('Stealing', 0.40214872), ('Assault', 0.39816278)]
Shoplifting041_x264: [('Shoplifting', 0.37298942), ('Vandalism', 0.3618676), ('Burglary', 0.34531426), ('Road Accidents', 0.3402378), ('Arson', 0.29397053), ('Robbery', 0.28245276), ('Normal Videos', 0.26217788), ('Explosion', 0.21833801), ('Shooting', 0.18383533), ('Fighting', 0.18215007), ('Abuse', 0.17738925), ('Stealing', 0.1748164), ('Arrest', 0.16727495), ('Assault', 0.15088473)]
Shoplifting052_x264: [('Burglary', 0.43138885), ('Road Accidents', 0.41500187), ('Vandalism', 0.4128543), ('Shoplifting', 0.412625), ('Arson', 0.37827381), ('Robbery', 0.3442795), ('Normal Videos', 0.34079126), ('Explosion', 0.31646013), ('Fighting', 0.28412962), ('Shooting', 0.28084338), ('Abuse', 0.26735768), ('Stealing', 0.2554577), ('Arrest', 0.25075802), ('Assault', 0.24497917)]
Shoplifting032_x264: [('Vandalism', 0.47512096), ('Burglary', 0.4704376), ('Road Accidents', 0.45723033), ('Shoplifting', 0.4526519), ('Normal Videos', 0.42490178), ('Arson', 0.4183403), ('Robbery', 0.40191022), ('Explosion', 0.355104), ('Shooting', 0.33517724), ('Fighting', 0.32519108), ('Abuse', 0.31921786), ('Stealing', 0.31496814), ('Arrest', 0.30512702), ('Assault', 0.29662734)]
Shoplifting036_x264: [('Road Accidents', 0.50595975), ('Vandalism', 0.50346196), ('Burglary', 0.49967343), ('Shoplifting', 0.49265835), ('Arson', 0.47425658), ('Normal Videos', 0.4560977), ('Robbery', 0.44118166), ('Explosion', 0.4103378), ('Shooting', 0.38599986), ('Abuse', 0.38059995), ('Fighting', 0.3805706), ('Stealing', 0.36587083), ('Arrest', 0.3607331), ('Assault', 0.35112897)]
Shoplifting049_x264: [('Burglary', 0.4705135), ('Vandalism', 0.45727086), ('Road Accidents', 0.456819), ('Shoplifting', 0.4503233), ('Arson', 0.4174392), ('Normal Videos', 0.40528452), ('Robbery', 0.3887884), ('Explosion', 0.3538639), ('Shooting', 0.33042657), ('Fighting', 0.32585418), ('Abuse', 0.31495768), ('Stealing', 0.30952936), ('Arrest', 0.30417964), ('Assault', 0.29478058)]
Shoplifting021_x264: [('Burglary', 0.43852955), ('Vandalism', 0.43140402), ('Shoplifting', 0.42870432), ('Road Accidents', 0.42361242), ('Arson', 0.38491595), ('Normal Videos', 0.356296), ('Robbery', 0.34761474), ('Explosion', 0.32033816), ('Fighting', 0.28454655), ('Shooting', 0.27934355), ('Abuse', 0.26944837), ('Stealing', 0.26549825), ('Arrest', 0.25475338), ('Assault', 0.24524722)]
Shoplifting037_x264: [('Burglary', 0.53095615), ('Road Accidents', 0.52151495), ('Vandalism', 0.519715), ('Shoplifting', 0.5166983), ('Arson', 0.47933927), ('Normal Videos', 0.47728118), ('Robbery', 0.47528803), ('Explosion', 0.42893612), ('Shooting', 0.40769255), ('Fighting', 0.4023142), ('Abuse', 0.39379907), ('Stealing', 0.38929856), ('Arrest', 0.37946397), ('Assault', 0.37290406)]
Shoplifting001_x264: [('Burglary', 0.5485951), ('Road Accidents', 0.5456478), ('Vandalism', 0.52748704), ('Normal Videos', 0.5064892), ('Shoplifting', 0.5022562), ('Arson', 0.5003707), ('Robbery', 0.4702), ('Explosion', 0.46361428), ('Shooting', 0.4353676), ('Fighting', 0.43399587), ('Abuse', 0.41833615), ('Arrest', 0.41108185), ('Stealing', 0.40871012), ('Assault', 0.40541905)]
Shoplifting008_x264: [('Road Accidents', 0.45597857), ('Shoplifting', 0.44885156), ('Vandalism', 0.44319385), ('Burglary', 0.43767565), ('Arson', 0.40542048), ('Robbery', 0.3877298), ('Normal Videos', 0.3857347), ('Explosion', 0.34766287), ('Fighting', 0.3313836), ('Abuse', 0.32201064), ('Shooting', 0.32156986), ('Stealing', 0.31334427), ('Arrest', 0.30300707), ('Assault', 0.29580534)]
Shoplifting051_x264: [('Road Accidents', 0.45183188), ('Vandalism', 0.44986907), ('Burglary', 0.44836074), ('Shoplifting', 0.4458476), ('Arson', 0.41431504), ('Normal Videos', 0.3833488), ('Robbery', 0.377477), ('Explosion', 0.35246754), ('Fighting', 0.32795897), ('Shooting', 0.31858772), ('Abuse', 0.3176211), ('Stealing', 0.30985653), ('Arrest', 0.30048287), ('Assault', 0.291678)]
Shoplifting054_x264: [('Burglary', 0.451846), ('Shoplifting', 0.44780165), ('Vandalism', 0.4433682), ('Road Accidents', 0.4348052), ('Normal Videos', 0.38758025), ('Arson', 0.38299578), ('Robbery', 0.3801239), ('Explosion', 0.3399557), ('Shooting', 0.3096514), ('Fighting', 0.30619535), ('Stealing', 0.29080677), ('Abuse', 0.2886269), ('Arrest', 0.2833966), ('Assault', 0.26802868)]
Shoplifting031_x264: [('Burglary', 0.6259934), ('Vandalism', 0.6092324), ('Road Accidents', 0.59611785), ('Arson', 0.5623141), ('Shoplifting', 0.5592146), ('Robbery', 0.5437652), ('Normal Videos', 0.54301), ('Explosion', 0.5151696), ('Shooting', 0.48878625), ('Fighting', 0.47899777), ('Abuse', 0.46916655), ('Stealing', 0.46260905), ('Arrest', 0.4599582), ('Assault', 0.45447126)]
Shoplifting022_x264: [('Road Accidents', 0.6446549), ('Burglary', 0.6244594), ('Vandalism', 0.61783755), ('Normal Videos', 0.6044058), ('Arson', 0.58532804), ('Explosion', 0.578106), ('Shoplifting', 0.5770173), ('Robbery', 0.5612648), ('Fighting', 0.5556328), ('Shooting', 0.5529437), ('Abuse', 0.5414765), ('Stealing', 0.52887446), ('Arrest', 0.52698165), ('Assault', 0.5254912)]
Shoplifting050_x264: [('Road Accidents', 0.46296704), ('Burglary', 0.4582073), ('Vandalism', 0.45486552), ('Shoplifting', 0.44840255), ('Normal Videos', 0.4146818), ('Arson', 0.4104889), ('Robbery', 0.39959818), ('Explosion', 0.36304873), ('Shooting', 0.33733174), ('Fighting', 0.3310848), ('Abuse', 0.322625), ('Stealing', 0.3123404), ('Arrest', 0.31143022), ('Assault', 0.30014798)]
Shoplifting017_x264: [('Vandalism', 0.505107), ('Burglary', 0.5001791), ('Shoplifting', 0.49212623), ('Road Accidents', 0.46784538), ('Arson', 0.44314343), ('Robbery', 0.4366009), ('Normal Videos', 0.42263895), ('Explosion', 0.37728328), ('Shooting', 0.34382874), ('Fighting', 0.33930442), ('Stealing', 0.32982653), ('Abuse', 0.32819143), ('Arrest', 0.3173028), ('Assault', 0.30694705)]
Shoplifting020_x264: [('Road Accidents', 0.46522862), ('Burglary', 0.4641695), ('Vandalism', 0.4546764), ('Shoplifting', 0.43879318), ('Arson', 0.41850534), ('Normal Videos', 0.38827652), ('Robbery', 0.3810866), ('Explosion', 0.35372943), ('Fighting', 0.3288344), ('Shooting', 0.3265682), ('Abuse', 0.31408465), ('Stealing', 0.30250454), ('Arrest', 0.30203867), ('Assault', 0.29329544)]
Shoplifting006_x264: [('Road Accidents', 0.4325791), ('Vandalism', 0.418227), ('Burglary', 0.41413456), ('Shoplifting', 0.4129454), ('Arson', 0.38989243), ('Normal Videos', 0.38382387), ('Robbery', 0.36775616), ('Explosion', 0.33914143), ('Shooting', 0.33056197), ('Fighting', 0.32671022), ('Abuse', 0.32543322), ('Stealing', 0.30305701), ('Assault', 0.3024433), ('Arrest', 0.30098635)]
Shoplifting030_x264: [('Burglary', 0.3938504), ('Vandalism', 0.39035553), ('Shoplifting', 0.38488096), ('Road Accidents', 0.3837809), ('Arson', 0.3582798), ('Normal Videos', 0.34041068), ('Robbery', 0.32501304), ('Explosion', 0.28524983), ('Fighting', 0.26121786), ('Shooting', 0.26010764), ('Abuse', 0.25073174), ('Stealing', 0.2441823), ('Arrest', 0.23347443), ('Assault', 0.22542557)]
Shoplifting048_x264: [('Road Accidents', 0.51332563), ('Vandalism', 0.4982385), ('Burglary', 0.49722922), ('Shoplifting', 0.4914738), ('Normal Videos', 0.46503514), ('Arson', 0.45381406), ('Robbery', 0.44608146), ('Explosion', 0.42230794), ('Fighting', 0.40271676), ('Shooting', 0.40017232), ('Abuse', 0.38985544), ('Stealing', 0.3826309), ('Arrest', 0.3732485), ('Assault', 0.36685973)]
Shoplifting005_x264: [('Burglary', 0.5340001), ('Vandalism', 0.519217), ('Road Accidents', 0.5168985), ('Shoplifting', 0.4728995), ('Normal Videos', 0.45968503), ('Arson', 0.45448542), ('Robbery', 0.43336847), ('Explosion', 0.41103607), ('Shooting', 0.38798493), ('Fighting', 0.3744799), ('Abuse', 0.36268502), ('Arrest', 0.3563583), ('Assault', 0.34977865), ('Stealing', 0.349742)]
Shoplifting047_x264: [('Burglary', 0.5783998), ('Road Accidents', 0.57569534), ('Vandalism', 0.5582003), ('Normal Videos', 0.5332712), ('Arson', 0.528914), ('Shoplifting', 0.5198681), ('Robbery', 0.50872946), ('Explosion', 0.49741933), ('Shooting', 0.4724375), ('Fighting', 0.4715958), ('Abuse', 0.45946527), ('Arrest', 0.4518308), ('Stealing', 0.45000905), ('Assault', 0.44759288)]
Shoplifting026_x264: [('Shoplifting', 0.40515748), ('Vandalism', 0.39584225), ('Burglary', 0.38192502), ('Road Accidents', 0.33645168), ('Arson', 0.2972169), ('Robbery', 0.29342744), ('Normal Videos', 0.26083577), ('Explosion', 0.22236861), ('Fighting', 0.18119845), ('Abuse', 0.17645347), ('Shooting', 0.17372006), ('Stealing', 0.17074051), ('Arrest', 0.15276659), ('Assault', 0.13913682)]
Shoplifting010_x264: [('Shoplifting', 0.33040166), ('Vandalism', 0.32873157), ('Road Accidents', 0.3283052), ('Burglary', 0.31707504), ('Arson', 0.30035383), ('Normal Videos', 0.2569143), ('Robbery', 0.25541633), ('Explosion', 0.22318895), ('Fighting', 0.20480666), ('Shooting', 0.20146754), ('Abuse', 0.19327787), ('Stealing', 0.17910348), ('Assault', 0.17583667), ('Arrest', 0.1717649)]
Shoplifting055_x264: [('Road Accidents', 0.50723875), ('Burglary', 0.5059165), ('Vandalism', 0.49206093), ('Shoplifting', 0.47274297), ('Arson', 0.47225207), ('Normal Videos', 0.46848536), ('Robbery', 0.4408182), ('Explosion', 0.4230346), ('Fighting', 0.40455112), ('Shooting', 0.40428773), ('Abuse', 0.38475198), ('Stealing', 0.3785128), ('Arrest', 0.3758427), ('Assault', 0.37122658)]
Shoplifting003_x264: [('Burglary', 0.42238635), ('Road Accidents', 0.4152873), ('Shoplifting', 0.41502696), ('Vandalism', 0.40474916), ('Arson', 0.3961869), ('Normal Videos', 0.38140398), ('Robbery', 0.3591622), ('Explosion', 0.33309537), ('Fighting', 0.3115676), ('Shooting', 0.30950677), ('Stealing', 0.28760406), ('Abuse', 0.28664607), ('Arrest', 0.27658343), ('Assault', 0.27155882)]
Shoplifting042_x264: [('Road Accidents', 0.55736804), ('Burglary', 0.55312186), ('Vandalism', 0.5275676), ('Normal Videos', 0.5195722), ('Shoplifting', 0.51148003), ('Arson', 0.5109129), ('Robbery', 0.48871726), ('Explosion', 0.47454116), ('Shooting', 0.4549163), ('Fighting', 0.44651163), ('Abuse', 0.4390213), ('Arrest', 0.42681903), ('Stealing', 0.42445177), ('Assault', 0.42320004)]
Shoplifting039_x264: [('Road Accidents', 0.54384613), ('Burglary', 0.5364671), ('Vandalism', 0.5281464), ('Shoplifting', 0.5135366), ('Arson', 0.4836125), ('Robbery', 0.4689953), ('Normal Videos', 0.46849433), ('Explosion', 0.44346327), ('Fighting', 0.42181018), ('Shooting', 0.42015707), ('Abuse', 0.4056815), ('Stealing', 0.3954389), ('Arrest', 0.3928602), ('Assault', 0.37989587)]
Shoplifting045_x264: [('Burglary', 0.52654463), ('Vandalism', 0.5180351), ('Shoplifting', 0.5049858), ('Road Accidents', 0.50023043), ('Arson', 0.45061165), ('Normal Videos', 0.44798392), ('Robbery', 0.4436477), ('Explosion', 0.39795607), ('Shooting', 0.36758083), ('Fighting', 0.3633129), ('Abuse', 0.349207), ('Stealing', 0.34639376), ('Arrest', 0.34508145), ('Assault', 0.32880074)]
Shoplifting016_x264: [('Vandalism', 0.41535765), ('Burglary', 0.40028495), ('Shoplifting', 0.39335003), ('Road Accidents', 0.38545406), ('Arson', 0.3328652), ('Normal Videos', 0.31541067), ('Robbery', 0.30564603), ('Explosion', 0.26525605), ('Shooting', 0.23169944), ('Fighting', 0.22772777), ('Abuse', 0.2184042), ('Stealing', 0.20421256), ('Arrest', 0.20182331), ('Assault', 0.19193478)]
Shoplifting038_x264: [('Burglary', 0.58159554), ('Road Accidents', 0.57990414), ('Vandalism', 0.5666433), ('Shoplifting', 0.54514253), ('Arson', 0.52984273), ('Normal Videos', 0.5270328), ('Robbery', 0.51831186), ('Explosion', 0.4936592), ('Shooting', 0.4729743), ('Fighting', 0.4715883), ('Abuse', 0.45881104), ('Stealing', 0.4482025), ('Arrest', 0.44657606), ('Assault', 0.4420578)]
Shoplifting019_x264: [('Vandalism', 0.61204267), ('Burglary', 0.5992862), ('Road Accidents', 0.5852917), ('Shoplifting', 0.54298306), ('Arson', 0.52974045), ('Normal Videos', 0.5186528), ('Robbery', 0.5022545), ('Explosion', 0.49244422), ('Shooting', 0.46538442), ('Fighting', 0.45071495), ('Abuse', 0.4469956), ('Arrest', 0.42968947), ('Assault', 0.42949194), ('Stealing', 0.4223969)]
Shoplifting012_x264: [('Vandalism', 0.3449449), ('Road Accidents', 0.3340828), ('Burglary', 0.3227341), ('Shoplifting', 0.3167284), ('Arson', 0.30361462), ('Robbery', 0.24367292), ('Normal Videos', 0.24277896), ('Explosion', 0.22013798), ('Fighting', 0.1779413), ('Shooting', 0.17669328), ('Abuse', 0.17475325), ('Arrest', 0.1626931), ('Stealing', 0.15696236), ('Assault', 0.15575236)]
Shoplifting033_x264: [('Shoplifting', 0.45597085), ('Vandalism', 0.44216767), ('Burglary', 0.42777163), ('Road Accidents', 0.4084509), ('Arson', 0.36246818), ('Robbery', 0.36150515), ('Normal Videos', 0.3395365), ('Explosion', 0.2944229), ('Fighting', 0.26538694), ('Shooting', 0.26131606), ('Stealing', 0.24995568), ('Abuse', 0.24774055), ('Arrest', 0.2319092), ('Assault', 0.22092195)]
Shoplifting018_x264: [('Burglary', 0.5824459), ('Road Accidents', 0.57402664), ('Vandalism', 0.5627674), ('Normal Videos', 0.5284314), ('Arson', 0.5220375), ('Shoplifting', 0.4986251), ('Explosion', 0.48831528), ('Robbery', 0.48626012), ('Shooting', 0.4595664), ('Fighting', 0.45802042), ('Abuse', 0.44818836), ('Arrest', 0.43740654), ('Assault', 0.43649915), ('Stealing', 0.42911917)]
Shoplifting027_x264: [('Vandalism', 0.50981724), ('Road Accidents', 0.5054318), ('Arson', 0.49999171), ('Burglary', 0.4881012), ('Normal Videos', 0.47117996), ('Explosion', 0.46313643), ('Shoplifting', 0.46160164), ('Robbery', 0.4309281), ('Abuse', 0.4263371), ('Fighting', 0.42362398), ('Stealing', 0.41620535), ('Shooting', 0.41204512), ('Assault', 0.40498972), ('Arrest', 0.4037656)]
Shoplifting029_x264: [('Road Accidents', 0.7112473), ('Burglary', 0.6862368), ('Vandalism', 0.6817833), ('Normal Videos', 0.6721724), ('Arson', 0.6545564), ('Explosion', 0.64736724), ('Shooting', 0.6334656), ('Fighting', 0.62537014), ('Abuse', 0.62001085), ('Robbery', 0.614406), ('Assault', 0.6142789), ('Arrest', 0.6093296), ('Shoplifting', 0.6059766), ('Stealing', 0.59705925)]
Shoplifting013_x264: [('Vandalism', 0.492144), ('Burglary', 0.48695946), ('Road Accidents', 0.46751845), ('Arson', 0.46139395), ('Shoplifting', 0.45726067), ('Robbery', 0.4148387), ('Normal Videos', 0.4145539), ('Explosion', 0.39088106), ('Shooting', 0.36329192), ('Fighting', 0.3623958), ('Abuse', 0.3571508), ('Assault', 0.34425777), ('Stealing', 0.34420055), ('Arrest', 0.32885832)]
Shoplifting009_x264: [('Burglary', 0.46952462), ('Vandalism', 0.46884075), ('Road Accidents', 0.46834153), ('Arson', 0.43019375), ('Shoplifting', 0.42869216), ('Normal Videos', 0.40331727), ('Robbery', 0.38668245), ('Explosion', 0.36608392), ('Shooting', 0.34532195), ('Fighting', 0.34098077), ('Abuse', 0.33595031), ('Arrest', 0.32530665), ('Assault', 0.3163446), ('Stealing', 0.31547886)]
Shoplifting028_x264: [('Road Accidents', 0.6647605), ('Burglary', 0.6461432), ('Vandalism', 0.64053804), ('Normal Videos', 0.6374923), ('Arson', 0.61713326), ('Explosion', 0.60443527), ('Robbery', 0.600479), ('Shoplifting', 0.59047896), ('Shooting', 0.58846927), ('Fighting', 0.5814618), ('Abuse', 0.58122426), ('Arrest', 0.56442976), ('Stealing', 0.5637943), ('Assault', 0.5637811)]
Shoplifting040_x264: [('Road Accidents', 0.55205923), ('Burglary', 0.51639867), ('Vandalism', 0.51570755), ('Normal Videos', 0.508554), ('Shoplifting', 0.50673294), ('Arson', 0.5016413), ('Robbery', 0.47548848), ('Explosion', 0.4748128), ('Fighting', 0.46143156), ('Shooting', 0.45843634), ('Abuse', 0.44949722), ('Stealing', 0.44554645), ('Assault', 0.43334246), ('Arrest', 0.432491)]
Shoplifting025_x264: [('Burglary', 0.507205), ('Vandalism', 0.4981932), ('Road Accidents', 0.4850223), ('Shoplifting', 0.47420076), ('Normal Videos', 0.45228642), ('Arson', 0.44521144), ('Robbery', 0.41562945), ('Explosion', 0.39323795), ('Fighting', 0.3737861), ('Shooting', 0.37011468), ('Abuse', 0.3546564), ('Arrest', 0.3398293), ('Stealing', 0.3387355), ('Assault', 0.33820793)]
Shoplifting007_x264: [('Road Accidents', 0.47234777), ('Burglary', 0.46687537), ('Vandalism', 0.46149737), ('Shoplifting', 0.45729077), ('Arson', 0.42026), ('Robbery', 0.38765126), ('Normal Videos', 0.3823166), ('Explosion', 0.36123866), ('Fighting', 0.33064657), ('Shooting', 0.32487798), ('Abuse', 0.31673208), ('Stealing', 0.30463564), ('Arrest', 0.29694533), ('Assault', 0.29500145)]
